;demonimador;numerador;FrequÃªncia;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
1095;D24;D1;0;26;110;109;1;26;0
1096;D24;D15;0;26;110;103;7;26;0
1097;D24;D16;0.0769230769230769;26;110;92;18;24;2
1098;D24;D17;0.0384615384615385;26;110;106;4;25;1
1099;D24;D18;0.153846153846154;26;110;98;12;22;4
1100;D24;D19;0.153846153846154;26;110;107;3;22;4
1101;D24;D2;0.115384615384615;26;110;105;5;23;3
1102;D24;D20;0.153846153846154;26;110;106;4;22;4
1103;D24;D21;0.115384615384615;26;110;106;4;23;3
1104;D24;D22;0;26;110;108;2;26;0
1105;D24;D23;0.0384615384615385;26;110;109;1;25;1
1106;D24;D24;1;26;110;110;0;0;26
1107;D24;D25;0.153846153846154;26;110;110;0;22;4
1108;D24;D26;0.0384615384615385;26;110;109;1;25;1
1109;D24;D27;0.0384615384615385;26;110;106;4;25;1
1110;D24;D28;0.0769230769230769;26;110;106;4;24;2
1111;D24;D29;0.230769230769231;26;110;74;36;20;6
1112;D24;D3;0.0384615384615385;26;110;109;1;25;1
1113;D24;D30;0.5;26;110;61;49;13;13
1114;D24;D31;0.115384615384615;26;110;96;14;23;3
1115;D24;D32;0.153846153846154;26;110;77;33;22;4
1116;D24;D33;0.0384615384615385;26;110;99;11;25;1
1117;D24;D34;0.0384615384615385;26;110;108;2;25;1
1118;D24;D35;0;26;110;108;2;26;0
1119;D24;D36;0;26;110;102;8;26;0
1120;D24;D37;0.0769230769230769;26;110;90;20;24;2
1121;D24;D38;0;26;110;107;3;26;0
1122;D24;D39;0.0384615384615385;26;110;96;14;25;1
1123;D24;D4;0.0384615384615385;26;110;107;3;25;1
1124;D24;D40;0;26;110;105;5;26;0
1125;D24;D41;0;26;110;103;7;26;0
1126;D24;D42;0;26;110;107;3;26;0
1127;D24;D43;0;26;110;107;3;26;0
1128;D24;D44;0.115384615384615;26;110;75;35;23;3
1129;D24;D45;0.0384615384615385;26;110;99;11;25;1
1130;D24;D46;0.192307692307692;26;110;77;33;21;5
1131;D24;D47;0.0769230769230769;26;110;100;10;24;2
1132;D24;D48;0.0769230769230769;26;110;86;24;24;2
1133;D24;D49;0.115384615384615;26;110;100;10;23;3
1134;D24;D5;0.0769230769230769;26;110;109;1;24;2
1135;D24;D50;0.0384615384615385;26;110;109;1;25;1
1136;D24;D51;0;26;110;109;1;26;0
1137;D24;D52;0;26;110;108;2;26;0
1138;D24;D53;0;26;110;108;2;26;0
1139;D24;D9;0;26;110;109;1;26;0
1140;D25;Fuma;0.333333333333333;3;125;80;45;2;1
1141;D25;Cirurgia_coluna;0.5;4;114;61;53;2;2
1142;D25;Aposentado;0.5;4;128;99;29;2;2
1143;D25;Desempregado;0.5;4;126;103;23;2;2
1144;D25;Licenca_Medica;0;4;128;110;18;4;0
1145;D25;Aposentado_Invalidez;0;4;127;119;8;4;0
1146;D25;Analgésicos;0.75;4;126;41;85;1;3
1147;D25;OutraDoenca;0.25;4;126;77;49;3;1
1148;D25;Dor_costas;1;4;124;37;87;0;4
1149;D25;Dor_pernas;0.25;4;123;69;54;3;1
1150;D25;Retornar_trabalho;0.75;4;115;98;17;1;3
1151;D25;Masc;0.75;4;132;47;85;1;3
1152;D25;Fem;0.25;4;132;85;47;3;1
1153;D25;Casado_Amasiado;0.25;4;132;78;54;3;1
1154;D25;Solteiro;0.75;4;132;76;56;1;3
1155;D25;Separado_Divorciado;0;4;132;125;7;4;0
1156;D25;X4;0;4;132;129;3;4;0
1157;D25;X5;0;4;132;130;2;4;0
1158;D25;X6;0;4;132;122;10;4;0
1159;D25;Livrar_costas;1;4;96;14;82;0;4
1160;D25;Livrar_perna;0;4;96;82;14;4;0
1161;D25;Livrar_perda_sens;0;4;96;96;0;4;0
1162;D25;D1;0;4;132;131;1;4;0
1163;D25;D15;0;4;132;125;7;4;0
1164;D25;D16;0;4;132;112;20;4;0
1165;D25;D17;0;4;132;127;5;4;0
1166;D25;D18;0;4;132;116;16;4;0
1167;D25;D19;0.5;4;132;127;5;2;2
1168;D25;D2;0;4;132;124;8;4;0
1169;D25;D20;0.5;4;132;126;6;2;2
1170;D25;D21;0.5;4;132;127;5;2;2
1171;D25;D22;0;4;132;130;2;4;0
1172;D25;D23;0.25;4;132;131;1;3;1
1173;D25;D24;1;4;132;110;22;0;4
1174;D25;D25;1;4;132;132;0;0;4
1175;D25;D26;0;4;132;130;2;4;0
1176;D25;D27;0.25;4;132;128;4;3;1
1177;D25;D28;0.25;4;132;127;5;3;1
1178;D25;D29;0.25;4;132;91;41;3;1
1179;D25;D3;0;4;132;130;2;4;0
1180;D25;D30;0.75;4;132;73;59;1;3
1181;D25;D31;0;4;132;115;17;4;0
1182;D25;D32;0;4;132;95;37;4;0
1183;D25;D33;0;4;132;120;12;4;0
1184;D25;D34;0;4;132;129;3;4;0
1185;D25;D35;0;4;132;130;2;4;0
1186;D25;D36;0;4;132;124;8;4;0
1187;D25;D37;0;4;132;110;22;4;0
1188;D25;D38;0;4;132;129;3;4;0
1189;D25;D39;0;4;132;117;15;4;0
1190;D25;D4;0;4;132;128;4;4;0
1191;D25;D40;0;4;132;127;5;4;0
1192;D25;D41;0;4;132;125;7;4;0
1193;D25;D42;0;4;132;129;3;4;0
1194;D25;D43;0;4;132;129;3;4;0
1195;D25;D44;0;4;132;94;38;4;0
1196;D25;D45;0;4;132;120;12;4;0
1197;D25;D46;0;4;132;94;38;4;0
1198;D25;D47;0;4;132;120;12;4;0
1199;D25;D48;0;4;132;106;26;4;0
1200;D25;D49;0;4;132;119;13;4;0
1201;D25;D5;0;4;132;129;3;4;0
1202;D25;D50;0;4;132;130;2;4;0
1203;D25;D51;0;4;132;131;1;4;0
1204;D25;D52;0;4;132;130;2;4;0
1205;D25;D53;0;4;132;130;2;4;0
1206;D25;D9;0;4;132;131;1;4;0
1207;D26;Fuma;0;2;126;80;46;2;0
1208;D26;Cirurgia_coluna;0;1;117;62;55;1;0
1209;D26;Aposentado;0.5;2;130;100;30;1;1
1210;D26;Desempregado;0.5;2;128;104;24;1;1
1211;D26;Licenca_Medica;0.5;2;130;113;17;1;1
1212;D26;Aposentado_Invalidez;0;2;129;121;8;2;0
1213;D26;Analgésicos;1;2;128;42;86;0;2
1214;D26;OutraDoenca;0.5;2;128;79;49;1;1
1215;D26;Dor_costas;1;2;126;37;89;0;2
1216;D26;Dor_pernas;0;2;125;70;55;2;0
1217;D26;Retornar_trabalho;0.5;2;117;98;19;1;1
1218;D26;Masc;1;2;134;48;86;0;2
1219;D26;Fem;0;2;134;86;48;2;0
1220;D26;Casado_Amasiado;1;2;134;81;53;0;2
1221;D26;Solteiro;0;2;134;75;59;2;0
1222;D26;Separado_Divorciado;0;2;134;127;7;2;0
1223;D26;X4;0;2;134;131;3;2;0
1224;D26;X5;0;2;134;132;2;2;0
1225;D26;X6;0;2;134;124;10;2;0
1226;D26;Livrar_costas;1;2;98;14;84;0;2
1227;D26;Livrar_perna;0;2;98;84;14;2;0
1228;D26;Livrar_perda_sens;0;2;98;98;0;2;0
1229;D26;D1;0;2;134;133;1;2;0
1230;D26;D15;0;2;134;127;7;2;0
1231;D26;D16;0;2;134;114;20;2;0
1232;D26;D17;0;2;134;129;5;2;0
1233;D26;D18;0.5;2;134;119;15;1;1
1234;D26;D19;0.5;2;134;128;6;1;1
1235;D26;D2;0;2;134;126;8;2;0
1236;D26;D20;0.5;2;134;127;7;1;1
1237;D26;D21;0.5;2;134;128;6;1;1
1238;D26;D22;0.5;2;134;133;1;1;1
1239;D26;D23;0;2;134;132;2;2;0
1240;D26;D24;0.5;2;134;109;25;1;1
1241;D26;D25;0;2;134;130;4;2;0
1242;D26;D26;1;2;134;134;0;0;2
1243;D26;D27;0;2;134;129;5;2;0
1244;D26;D28;0.5;2;134;129;5;1;1
1245;D26;D29;0;2;134;92;42;2;0
1246;D26;D3;0;2;134;132;2;2;0
1247;D26;D30;0.5;2;134;73;61;1;1
1248;D26;D31;0.5;2;134;118;16;1;1
1249;D26;D32;0;2;134;97;37;2;0
1250;D26;D33;0;2;134;122;12;2;0
1251;D26;D34;0;2;134;131;3;2;0
1252;D26;D35;0;2;134;132;2;2;0
1253;D26;D36;0;2;134;126;8;2;0
1254;D26;D37;0;2;134;112;22;2;0
1255;D26;D38;0;2;134;131;3;2;0
1256;D26;D39;0;2;134;119;15;2;0
1257;D26;D4;0;2;134;130;4;2;0
1258;D26;D40;0;2;134;129;5;2;0
1259;D26;D41;0;2;134;127;7;2;0
1260;D26;D42;0.5;2;134;132;2;1;1
1261;D26;D43;0.5;2;134;132;2;1;1
1262;D26;D44;0;2;134;96;38;2;0
1263;D26;D45;0;2;134;122;12;2;0
1264;D26;D46;0;2;134;96;38;2;0
1265;D26;D47;0;2;134;122;12;2;0
1266;D26;D48;0;2;134;108;26;2;0
1267;D26;D49;0;2;134;121;13;2;0
1268;D26;D5;0;2;134;131;3;2;0
1269;D26;D50;0;2;134;132;2;2;0
1270;D26;D51;0;2;134;133;1;2;0
1271;D26;D52;0;2;134;132;2;2;0
1272;D26;D53;0;2;134;132;2;2;0
1273;D26;D9;0;2;134;133;1;2;0
1274;D27;Fuma;0.75;4;124;81;43;1;3
1275;D27;Cirurgia_coluna;1;3;115;63;52;0;3
1276;D27;Aposentado;0.4;5;127;98;29;3;2
1277;D27;Desempregado;0.2;5;125;101;24;4;1
1278;D27;Licenca_Medica;0.2;5;127;110;17;4;1
1279;D27;Aposentado_Invalidez;0.2;5;126;119;7;4;1
1280;D27;Analgésicos;0.8;5;125;41;84;1;4
1281;D27;OutraDoenca;0.2;5;125;76;49;4;1
1282;D27;Dor_costas;0.8;5;123;36;87;1;4
1283;D27;Dor_pernas;0.2;5;122;68;54;4;1
1284;D27;Retornar_trabalho;0.6;5;114;97;17;2;3
1285;D27;Masc;0.8;5;131;47;84;1;4
1286;D27;Fem;0.2;5;131;84;47;4;1
1287;D27;Casado_Amasiado;0;5;131;76;55;5;0
1288;D27;Solteiro;1;5;131;77;54;0;5
1289;D27;Separado_Divorciado;0;5;131;124;7;5;0
1290;D27;X4;0;5;131;128;3;5;0
1291;D27;X5;0;5;131;129;2;5;0
1292;D27;X6;0;5;131;121;10;5;0
1293;D27;Livrar_costas;1;5;95;14;81;0;5
1294;D27;Livrar_perna;0;5;95;81;14;5;0
1295;D27;Livrar_perda_sens;0;5;95;95;0;5;0
1296;D27;D1;0;5;131;130;1;5;0
1297;D27;D15;0;5;131;124;7;5;0
1298;D27;D16;0.2;5;131;112;19;4;1
1299;D27;D17;0;5;131;126;5;5;0
1300;D27;D18;0;5;131;115;16;5;0
1301;D27;D19;0;5;131;124;7;5;0
1302;D27;D2;0;5;131;123;8;5;0
1303;D27;D20;0;5;131;123;8;5;0
1304;D27;D21;0;5;131;124;7;5;0
1305;D27;D22;0;5;131;129;2;5;0
1306;D27;D23;0.2;5;131;130;1;4;1
1307;D27;D24;0.2;5;131;106;25;4;1
1308;D27;D25;0.2;5;131;128;3;4;1
1309;D27;D26;0;5;131;129;2;5;0
1310;D27;D27;1;5;131;131;0;0;5
1311;D27;D28;0.6;5;131;128;3;2;3
1312;D27;D29;0.6;5;131;92;39;2;3
1313;D27;D3;0;5;131;129;2;5;0
1314;D27;D30;0.8;5;131;73;58;1;4
1315;D27;D31;0.2;5;131;115;16;4;1
1316;D27;D32;0.4;5;131;96;35;3;2
1317;D27;D33;0;5;131;119;12;5;0
1318;D27;D34;0;5;131;128;3;5;0
1319;D27;D35;0;5;131;129;2;5;0
1320;D27;D36;0;5;131;123;8;5;0
1321;D27;D37;0.2;5;131;110;21;4;1
1322;D27;D38;0;5;131;128;3;5;0
1323;D27;D39;0;5;131;116;15;5;0
1324;D27;D4;0;5;131;127;4;5;0
1325;D27;D40;0;5;131;126;5;5;0
1326;D27;D41;0;5;131;124;7;5;0
1327;D27;D42;0;5;131;128;3;5;0
1328;D27;D43;0;5;131;128;3;5;0
1329;D27;D44;0.4;5;131;95;36;3;2
1330;D27;D45;0;5;131;119;12;5;0
1331;D27;D46;0.2;5;131;94;37;4;1
1332;D27;D47;0;5;131;119;12;5;0
1333;D27;D48;0.2;5;131;106;25;4;1
1334;D27;D49;0;5;131;118;13;5;0
1335;D27;D5;0;5;131;128;3;5;0
1336;D27;D50;0;5;131;129;2;5;0
1337;D27;D51;0;5;131;130;1;5;0
1338;D27;D52;0;5;131;129;2;5;0
1339;D27;D53;0;5;131;129;2;5;0
1340;D27;D9;0;5;131;130;1;5;0
1341;D28;Fuma;0.6;5;123;80;43;2;3
1342;D28;Cirurgia_coluna;0.6;5;113;61;52;2;3
1343;D28;Aposentado;0.333333333333333;6;126;97;29;4;2
1344;D28;Desempregado;0.333333333333333;6;124;101;23;4;2
1345;D28;Licenca_Medica;0.166666666666667;6;126;109;17;5;1
1346;D28;Aposentado_Invalidez;0;6;125;117;8;6;0
1347;D28;Analgésicos;0.666666666666667;6;124;40;84;2;4
1348;D28;OutraDoenca;0.5;6;124;77;47;3;3
1349;D28;Dor_costas;0.833333333333333;6;122;36;86;1;5
1350;D28;Dor_pernas;0.166666666666667;6;121;67;54;5;1
1351;D28;Retornar_trabalho;0.333333333333333;6;113;95;18;4;2
1352;D28;Masc;0.5;6;130;45;85;3;3
1353;D28;Fem;0.5;6;130;85;45;3;3
1354;D28;Casado_Amasiado;0.333333333333333;6;130;77;53;4;2
1355;D28;Solteiro;0.666666666666667;6;130;75;55;2;4
1356;D28;Separado_Divorciado;0;6;130;123;7;6;0
1357;D28;X4;0;6;130;127;3;6;0
1358;D28;X5;0;6;130;128;2;6;0
1359;D28;X6;0;6;130;120;10;6;0
1360;D28;Livrar_costas;1;6;94;14;80;0;6
1361;D28;Livrar_perna;0;6;94;80;14;6;0
1362;D28;Livrar_perda_sens;0;6;94;94;0;6;0
1363;D28;D1;0;6;130;129;1;6;0
1364;D28;D15;0;6;130;123;7;6;0
1365;D28;D16;0;6;130;110;20;6;0
1366;D28;D17;0;6;130;125;5;6;0
1367;D28;D18;0.166666666666667;6;130;115;15;5;1
1368;D28;D19;0;6;130;123;7;6;0
1369;D28;D2;0.166666666666667;6;130;123;7;5;1
1370;D28;D20;0.166666666666667;6;130;123;7;5;1
1371;D28;D21;0.166666666666667;6;130;124;6;5;1
1372;D28;D22;0;6;130;128;2;6;0
1373;D28;D23;0.166666666666667;6;130;129;1;5;1
1374;D28;D24;0.333333333333333;6;130;106;24;4;2
1375;D28;D25;0.166666666666667;6;130;127;3;5;1
1376;D28;D26;0.166666666666667;6;130;129;1;5;1
1377;D28;D27;0.5;6;130;128;2;3;3
1378;D28;D28;1;6;130;130;0;0;6
1379;D28;D29;0.166666666666667;6;130;89;41;5;1
1380;D28;D3;0;6;130;128;2;6;0
1381;D28;D30;0.5;6;130;71;59;3;3
1382;D28;D31;0.5;6;130;116;14;3;3
1383;D28;D32;0;6;130;93;37;6;0
1384;D28;D33;0;6;130;118;12;6;0
1385;D28;D34;0;6;130;127;3;6;0
1386;D28;D35;0;6;130;128;2;6;0
1387;D28;D36;0;6;130;122;8;6;0
1388;D28;D37;0;6;130;108;22;6;0
1389;D28;D38;0;6;130;127;3;6;0
1390;D28;D39;0;6;130;115;15;6;0
1391;D28;D4;0;6;130;126;4;6;0
1392;D28;D40;0;6;130;125;5;6;0
1393;D28;D41;0;6;130;123;7;6;0
1394;D28;D42;0;6;130;127;3;6;0
1395;D28;D43;0.166666666666667;6;130;128;2;5;1
1396;D28;D44;0;6;130;92;38;6;0
1397;D28;D45;0;6;130;118;12;6;0
1398;D28;D46;0;6;130;92;38;6;0
1399;D28;D47;0;6;130;118;12;6;0
1400;D28;D48;0;6;130;104;26;6;0
1401;D28;D49;0;6;130;117;13;6;0
1402;D28;D5;0;6;130;127;3;6;0
1403;D28;D50;0;6;130;128;2;6;0
1404;D28;D51;0;6;130;129;1;6;0
1405;D28;D52;0;6;130;128;2;6;0
1406;D28;D53;0.166666666666667;6;130;129;1;5;1
1407;D28;D9;0;6;130;129;1;6;0
1408;D29;Fuma;0.325;40;88;55;33;27;13
1409;D29;Cirurgia_coluna;0.513513513513513;37;81;45;36;18;19
1410;D29;Aposentado;0.30952380952381;42;90;72;18;29;13
1411;D29;Desempregado;0.166666666666667;42;88;70;18;35;7
1412;D29;Licenca_Medica;0.19047619047619;42;90;80;10;34;8
1413;D29;Aposentado_Invalidez;0.119047619047619;42;89;86;3;37;5
1414;D29;Analgésicos;0.833333333333333;42;88;35;53;7;35
1415;D29;OutraDoenca;0.439024390243902;41;89;57;32;23;18
1416;D29;Dor_costas;0.902439024390244;41;87;33;54;4;37
1417;D29;Dor_pernas;0.731707317073171;41;86;61;25;11;30
1418;D29;Retornar_trabalho;0.256410256410256;39;80;70;10;29;10
1419;D29;Masc;0.714285714285714;42;94;36;58;12;30
1420;D29;Fem;0.285714285714286;42;94;58;36;30;12
1421;D29;Casado_Amasiado;0.523809523809524;42;94;61;33;20;22
1422;D29;Solteiro;0.30952380952381;42;94;48;46;29;13
1423;D29;Separado_Divorciado;0.0476190476190476;42;94;89;5;40;2
1424;D29;X4;0;42;94;91;3;42;0
1425;D29;X5;0;42;94;92;2;42;0
1426;D29;X6;0.119047619047619;42;94;89;5;37;5
1427;D29;Livrar_costas;0.825;40;60;7;53;7;33
1428;D29;Livrar_perna;0.175;40;60;53;7;33;7
1429;D29;Livrar_perda_sens;0;40;60;60;0;40;0
1430;D29;D1;0;42;94;93;1;42;0
1431;D29;D15;0.0952380952380952;42;94;91;3;38;4
1432;D29;D16;0.380952380952381;42;94;90;4;26;16
1433;D29;D17;0.0476190476190476;42;94;91;3;40;2
1434;D29;D18;0.0476190476190476;42;94;80;14;40;2
1435;D29;D19;0.0238095238095238;42;94;88;6;41;1
1436;D29;D2;0.0238095238095238;42;94;87;7;41;1
1437;D29;D20;0.0238095238095238;42;94;87;7;41;1
1438;D29;D21;0.0238095238095238;42;94;88;6;41;1
1439;D29;D22;0;42;94;92;2;42;0
1440;D29;D23;0;42;94;92;2;42;0
1441;D29;D24;0.142857142857143;42;94;74;20;36;6
1442;D29;D25;0.0238095238095238;42;94;91;3;41;1
1443;D29;D26;0;42;94;92;2;42;0
1444;D29;D27;0.0714285714285714;42;94;92;2;39;3
1445;D29;D28;0.0238095238095238;42;94;89;5;41;1
1446;D29;D29;1;42;94;94;0;0;42
1447;D29;D3;0;42;94;92;2;42;0
1448;D29;D30;0.928571428571429;42;94;71;23;3;39
1449;D29;D31;0.19047619047619;42;94;85;9;34;8
1450;D29;D32;0.785714285714286;42;94;90;4;9;33
1451;D29;D33;0.0476190476190476;42;94;84;10;40;2
1452;D29;D34;0.0238095238095238;42;94;92;2;41;1
1453;D29;D35;0;42;94;92;2;42;0
1454;D29;D36;0.0952380952380952;42;94;90;4;38;4
1455;D29;D37;0.404761904761905;42;94;89;5;25;17
1456;D29;D38;0;42;94;91;3;42;0
1457;D29;D39;0.285714285714286;42;94;91;3;30;12
1458;D29;D4;0;42;94;90;4;42;0
1459;D29;D40;0.0476190476190476;42;94;91;3;40;2
1460;D29;D41;0.142857142857143;42;94;93;1;36;6
1461;D29;D42;0;42;94;91;3;42;0
1462;D29;D43;0;42;94;91;3;42;0
1463;D29;D44;0.738095238095238;42;94;87;7;11;31
1464;D29;D45;0.0714285714285714;42;94;85;9;39;3
1465;D29;D46;0.714285714285714;42;94;86;8;12;30
1466;D29;D47;0.0714285714285714;42;94;85;9;39;3
1467;D29;D48;0.476190476190476;42;94;88;6;22;20
1468;D29;D49;0.0952380952380952;42;94;85;9;38;4
1469;D29;D5;0.0238095238095238;42;94;92;2;41;1
1470;D29;D50;0.0238095238095238;42;94;93;1;41;1
1471;D29;D51;0;42;94;93;1;42;0
1472;D29;D52;0;42;94;92;2;42;0
1473;D29;D53;0;42;94;92;2;42;0
1474;D29;D9;0;42;94;93;1;42;0
1475;D3;Fuma;1;2;126;82;44;0;2
1476;D3;Cirurgia_coluna;0;1;117;62;55;1;0
1477;D3;Aposentado;0;2;130;99;31;2;0
1478;D3;Desempregado;0.5;2;128;104;24;1;1
1479;D3;Licenca_Medica;0;2;130;112;18;2;0
1480;D3;Aposentado_Invalidez;0.5;2;129;122;7;1;1
1481;D3;Analgésicos;1;2;128;42;86;0;2
1482;D3;OutraDoenca;1;2;128;80;48;0;2
1483;D3;Dor_costas;1;2;126;37;89;0;2
1484;D3;Dor_pernas;0.5;2;125;71;54;1;1
1485;D3;Retornar_trabalho;0.5;2;117;98;19;1;1
1486;D3;Masc;1;2;134;48;86;0;2
1487;D3;Fem;0;2;134;86;48;2;0
1488;D3;Casado_Amasiado;0;2;134;79;55;2;0
1489;D3;Solteiro;0.5;2;134;76;58;1;1
1490;D3;Separado_Divorciado;0;2;134;127;7;2;0
1491;D3;X4;0.5;2;134;132;2;1;1
1492;D3;X5;0;2;134;132;2;2;0
1493;D3;X6;0;2;134;124;10;2;0
1494;D3;Livrar_costas;1;1;99;14;85;0;1
1495;D3;Livrar_perna;0;1;99;85;14;1;0
1496;D3;Livrar_perda_sens;0;1;99;99;0;1;0
1497;D3;D1;0;2;134;133;1;2;0
1498;D3;D15;0;2;134;127;7;2;0
1499;D3;D16;0;2;134;114;20;2;0
1500;D3;D17;0;2;134;129;5;2;0
1501;D3;D18;0.5;2;134;119;15;1;1
1502;D3;D19;1;2;134;129;5;0;2
1503;D3;D2;1;2;134;128;6;0;2
1504;D3;D20;0;2;134;126;8;2;0
1505;D3;D21;0;2;134;127;7;2;0
1506;D3;D22;0;2;134;132;2;2;0
1507;D3;D23;0;2;134;132;2;2;0
1508;D3;D24;0.5;2;134;109;25;1;1
1509;D3;D25;0;2;134;130;4;2;0
1510;D3;D26;0;2;134;132;2;2;0
1511;D3;D27;0;2;134;129;5;2;0
1512;D3;D28;0;2;134;128;6;2;0
1513;D3;D29;0;2;134;92;42;2;0
1514;D3;D3;1;2;134;134;0;0;2
1515;D3;D30;0.5;2;134;73;61;1;1
1516;D3;D31;0;2;134;117;17;2;0
1517;D3;D32;0;2;134;97;37;2;0
1518;D3;D33;0;2;134;122;12;2;0
1519;D3;D34;0;2;134;131;3;2;0
1520;D3;D35;0;2;134;132;2;2;0
1521;D3;D36;0;2;134;126;8;2;0
1522;D3;D37;0;2;134;112;22;2;0
1523;D3;D38;0;2;134;131;3;2;0
1524;D3;D39;0;2;134;119;15;2;0
1525;D3;D4;1;2;134;132;2;0;2
1526;D3;D40;0;2;134;129;5;2;0
1527;D3;D41;0;2;134;127;7;2;0
1528;D3;D42;0;2;134;131;3;2;0
1529;D3;D43;0;2;134;131;3;2;0
1530;D3;D44;0;2;134;96;38;2;0
1531;D3;D45;0;2;134;122;12;2;0
1532;D3;D46;0.5;2;134;97;37;1;1
1533;D3;D47;0.5;2;134;123;11;1;1
1534;D3;D48;0;2;134;108;26;2;0
1535;D3;D49;0;2;134;121;13;2;0
1536;D3;D5;0;2;134;131;3;2;0
1537;D3;D50;0;2;134;132;2;2;0
1538;D3;D51;0;2;134;133;1;2;0
1539;D3;D52;0;2;134;132;2;2;0
1540;D3;D53;0;2;134;132;2;2;0
1541;D3;D9;0;2;134;133;1;2;0
1542;D30;Fuma;0.288135593220339;59;69;40;29;42;17
1543;D30;Cirurgia_coluna;0.5;54;64;36;28;27;27
1544;D30;Aposentado;0.32258064516129;62;70;59;11;42;20
1545;D30;Desempregado;0.209677419354839;62;68;56;12;49;13
1546;D30;Licenca_Medica;0.161290322580645;62;70;62;8;52;10
1547;D30;Aposentado_Invalidez;0.114754098360656;61;70;69;1;54;7
1548;D30;Analgésicos;0.854838709677419;62;68;33;35;9;53
1549;D30;OutraDoenca;0.426229508196721;61;69;45;24;35;26
1550;D30;Dor_costas;0.918032786885246;61;67;32;35;5;56
1551;D30;Dor_pernas;0.655737704918033;61;66;51;15;21;40
1552;D30;Retornar_trabalho;0.303571428571429;56;63;60;3;39;17
1553;D30;Masc;0.67741935483871;62;74;28;46;20;42
1554;D30;Fem;0.32258064516129;62;74;46;28;42;20
1555;D30;Casado_Amasiado;0.467741935483871;62;74;48;26;33;29
1556;D30;Solteiro;0.387096774193548;62;74;39;35;38;24
1557;D30;Separado_Divorciado;0.0483870967741935;62;74;70;4;59;3
1558;D30;X4;0;62;74;71;3;62;0
1559;D30;X5;0;62;74;72;2;62;0
1560;D30;X6;0.0967741935483871;62;74;70;4;56;6
1561;D30;Livrar_costas;0.836065573770492;61;39;4;35;10;51
1562;D30;Livrar_perna;0.163934426229508;61;39;35;4;51;10
1563;D30;Livrar_perda_sens;0;61;39;39;0;61;0
1564;D30;D1;0;62;74;73;1;62;0
1565;D30;D15;0.032258064516129;62;74;69;5;60;2
1566;D30;D16;0.258064516129032;62;74;70;4;46;16
1567;D30;D17;0.0161290322580645;62;74;70;4;61;1
1568;D30;D18;0.0645161290322581;62;74;62;12;58;4
1569;D30;D19;0.0645161290322581;62;74;71;3;58;4
1570;D30;D2;0.032258064516129;62;74;68;6;60;2
1571;D30;D20;0.0806451612903226;62;74;71;3;57;5
1572;D30;D21;0.0806451612903226;62;74;72;2;57;5
1573;D30;D22;0.0161290322580645;62;74;73;1;61;1
1574;D30;D23;0.032258064516129;62;74;74;0;60;2
1575;D30;D24;0.209677419354839;62;74;61;13;49;13
1576;D30;D25;0.0483870967741935;62;74;73;1;59;3
1577;D30;D26;0.0161290322580645;62;74;73;1;61;1
1578;D30;D27;0.0645161290322581;62;74;73;1;58;4
1579;D30;D28;0.0483870967741935;62;74;71;3;59;3
1580;D30;D29;0.629032258064516;62;74;71;3;23;39
1581;D30;D3;0.0161290322580645;62;74;73;1;61;1
1582;D30;D30;1;62;74;74;0;0;62
1583;D30;D31;0.17741935483871;62;74;68;6;51;11
1584;D30;D32;0.548387096774194;62;74;71;3;28;34
1585;D30;D33;0.145161290322581;62;74;71;3;53;9
1586;D30;D34;0;62;74;71;3;62;0
1587;D30;D35;0;62;74;72;2;62;0
1588;D30;D36;0.032258064516129;62;74;68;6;60;2
1589;D30;D37;0.241935483870968;62;74;67;7;47;15
1590;D30;D38;0;62;74;71;3;62;0
1591;D30;D39;0.193548387096774;62;74;71;3;50;12
1592;D30;D4;0.0161290322580645;62;74;71;3;61;1
1593;D30;D40;0.0161290322580645;62;74;70;4;61;1
1594;D30;D41;0.0645161290322581;62;74;71;3;58;4
1595;D30;D42;0.0161290322580645;62;74;72;2;61;1
1596;D30;D43;0.0161290322580645;62;74;72;2;61;1
1597;D30;D44;0.532258064516129;62;74;69;5;29;33
1598;D30;D45;0.161290322580645;62;74;72;2;52;10
1599;D30;D46;0.532258064516129;62;74;69;5;29;33
1600;D30;D47;0.145161290322581;62;74;71;3;53;9
1601;D30;D48;0.370967741935484;62;74;71;3;39;23
1602;D30;D49;0.17741935483871;62;74;72;2;51;11
1603;D30;D5;0.0161290322580645;62;74;72;2;61;1
1604;D30;D50;0;62;74;72;2;62;0
1605;D30;D51;0;62;74;73;1;62;0
1606;D30;D52;0;62;74;72;2;62;0
1607;D30;D53;0;62;74;72;2;62;0
1608;D30;D9;0;62;74;73;1;62;0
1609;D31;Fuma;0.5;16;112;74;38;8;8
1610;D31;Cirurgia_coluna;0.615384615384615;13;105;58;47;5;8
1611;D31;Aposentado;0.1875;16;116;88;28;13;3
1612;D31;Desempregado;0.25;16;114;93;21;12;4
1613;D31;Licenca_Medica;0.25;16;116;102;14;12;4
1614;D31;Aposentado_Invalidez;0.0625;16;115;108;7;15;1
1615;D31;Analgésicos;0.529411764705882;17;113;34;79;8;9
1616;D31;OutraDoenca;0.470588235294118;17;113;71;42;9;8
1617;D31;Dor_costas;0.823529411764706;17;111;34;77;3;14
1618;D31;Dor_pernas;0.647058823529412;17;110;66;44;6;11
