,demonimador,numerador,Frequência,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
937,D53,Casado_Amasiado,1,2,134,81,53,0,2
938,D9,Casado_Amasiado,0,1,135,80,55,1,0
939,Fuma,Solteiro,0.52173913,46,147,88,59,22,24
940,Cirurgia_coluna,Solteiro,0.430555556,72,106,64,42,41,31
941,Aposentado,Solteiro,0.264705882,34,156,84,72,25,9
942,Desempregado,Solteiro,0.538461538,26,160,95,65,12,14
943,Licenca_Medica,Solteiro,0.631578947,19,169,100,69,7,12
944,Aposentado_Invalidez,Solteiro,0.5,8,178,105,73,4,4
945,Analgésicos,Solteiro,0.393442623,122,65,33,32,74,48
946,OutraDoenca,Solteiro,0.434782609,69,120,70,50,39,30
947,Dor_costas,Solteiro,0.394495413,109,77,43,34,66,43
948,Dor_pernas,Solteiro,0.435483871,62,123,74,49,35,27
949,Retornar_trabalho,Solteiro,0.380952381,21,146,82,64,13,8
950,Masc,Solteiro,0.455223881,134,68,41,27,73,61
951,Fem,Solteiro,0.397058824,68,134,73,61,41,27
952,Casado_Amasiado,Solteiro,0,85,117,29,88,85,0
953,Solteiro,Solteiro,1,88,114,114,0,0,88
954,Separado_Divorciado,Solteiro,0,8,194,106,88,8,0
955,X4,Solteiro,0,3,199,111,88,3,0
956,X5,Solteiro,0,6,196,108,88,6,0
957,X6,Solteiro,0,12,190,102,88,12,0
958,Livrar_costas,Solteiro,0.453608247,97,15,9,6,53,44
959,Livrar_perna,Solteiro,0.428571429,14,98,54,44,8,6
960,Livrar_perda_sens,Solteiro,0,1,111,61,50,1,0
961,D1,Solteiro,0,1,135,76,59,1,0
962,D15,Solteiro,0.428571429,7,129,73,56,4,3
963,D16,Solteiro,0.3,20,116,63,53,14,6
964,D17,Solteiro,0.4,5,131,74,57,3,2
965,D18,Solteiro,0.5,16,120,69,51,8,8
966,D19,Solteiro,0.428571429,7,129,73,56,4,3
967,D2,Solteiro,0.5,8,128,73,55,4,4
968,D20,Solteiro,0.5,8,128,73,55,4,4
969,D21,Solteiro,0.285714286,7,129,72,57,5,2
970,D22,Solteiro,0,2,134,75,59,2,0
971,D23,Solteiro,1,2,134,77,57,0,2
972,D24,Solteiro,0.5,26,110,64,46,13,13
973,D25,Solteiro,0.75,4,132,76,56,1,3
974,D26,Solteiro,0,2,134,75,59,2,0
975,D27,Solteiro,1,5,131,77,54,0,5
976,D28,Solteiro,0.666666667,6,130,75,55,2,4
977,D29,Solteiro,0.30952381,42,94,48,46,29,13
978,D3,Solteiro,0.5,2,134,76,58,1,1
979,D30,Solteiro,0.387096774,62,74,39,35,38,24
980,D31,Solteiro,0.588235294,17,119,70,49,7,10
981,D32,Solteiro,0.351351351,37,99,53,46,24,13
982,D33,Solteiro,0.583333333,12,124,72,52,5,7
983,D34,Solteiro,0.666666667,3,133,76,57,1,2
984,D35,Solteiro,1,2,134,77,57,0,2
985,D36,Solteiro,0.375,8,128,72,56,5,3
986,D37,Solteiro,0.318181818,22,114,62,52,15,7
987,D38,Solteiro,0.666666667,3,133,76,57,1,2
988,D39,Solteiro,0.2,15,121,65,56,12,3
989,D4,Solteiro,0.75,4,132,76,56,1,3
990,D40,Solteiro,0.6,5,131,75,56,2,3
991,D41,Solteiro,0.428571429,7,129,73,56,4,3
992,D42,Solteiro,0.333333333,3,133,75,58,2,1
993,D43,Solteiro,0,3,133,74,59,3,0
994,D44,Solteiro,0.315789474,38,98,51,47,26,12
995,D45,Solteiro,0.75,12,124,74,50,3,9
996,D46,Solteiro,0.289473684,38,98,50,48,27,11
997,D47,Solteiro,0.666666667,12,124,73,51,4,8
998,D48,Solteiro,0.307692308,26,110,59,51,18,8
999,D49,Solteiro,0.461538462,13,123,70,53,7,6
1000,D5,Solteiro,0.666666667,3,133,76,57,1,2
1001,D50,Solteiro,0.5,2,134,76,58,1,1
1002,D51,Solteiro,1,1,135,77,58,0,1
1003,D52,Solteiro,0.5,2,134,76,58,1,1
1004,D53,Solteiro,0,2,134,75,59,2,0
1005,D9,Solteiro,1,1,135,77,58,0,1
1006,Fuma,Separado_Divorciado,0.02173913,46,147,140,7,45,1
1007,Cirurgia_coluna,Separado_Divorciado,0.041666667,72,106,101,5,69,3
1008,Aposentado,Separado_Divorciado,0.088235294,34,156,151,5,31,3
1009,Desempregado,Separado_Divorciado,0.038461538,26,160,154,6,25,1
1010,Licenca_Medica,Separado_Divorciado,0.052631579,19,169,162,7,18,1
1011,Aposentado_Invalidez,Separado_Divorciado,0,8,178,170,8,8,0
1012,Analgésicos,Separado_Divorciado,0.049180328,122,65,63,2,116,6
1013,OutraDoenca,Separado_Divorciado,0.072463768,69,120,118,2,64,5
1014,Dor_costas,Separado_Divorciado,0.055045872,109,77,75,2,103,6
1015,Dor_pernas,Separado_Divorciado,0.048387097,62,123,118,5,59,3
1016,Retornar_trabalho,Separado_Divorciado,0.095238095,21,146,141,5,19,2
1017,Masc,Separado_Divorciado,0.037313433,134,68,65,3,129,5
1018,Fem,Separado_Divorciado,0.044117647,68,134,129,5,65,3
1019,Casado_Amasiado,Separado_Divorciado,0,85,117,109,8,85,0
1020,Solteiro,Separado_Divorciado,0,88,114,106,8,88,0
1021,Separado_Divorciado,Separado_Divorciado,1,8,194,194,0,0,8
1022,X4,Separado_Divorciado,0,3,199,191,8,3,0
1023,X5,Separado_Divorciado,0,6,196,188,8,6,0
1024,X6,Separado_Divorciado,0,12,190,182,8,12,0
1025,Livrar_costas,Separado_Divorciado,0.041237113,97,15,14,1,93,4
1026,Livrar_perna,Separado_Divorciado,0.071428571,14,98,94,4,13,1
1027,Livrar_perda_sens,Separado_Divorciado,0,1,111,106,5,1,0
1028,D1,Separado_Divorciado,0,1,135,128,7,1,0
1029,D15,Separado_Divorciado,0,7,129,122,7,7,0
1030,D16,Separado_Divorciado,0.05,20,116,110,6,19,1
1031,D17,Separado_Divorciado,0,5,131,124,7,5,0
1032,D18,Separado_Divorciado,0,16,120,113,7,16,0
1033,D19,Separado_Divorciado,0,7,129,122,7,7,0
1034,D2,Separado_Divorciado,0,8,128,121,7,8,0
1035,D20,Separado_Divorciado,0,8,128,121,7,8,0
1036,D21,Separado_Divorciado,0,7,129,122,7,7,0
1037,D22,Separado_Divorciado,0,2,134,127,7,2,0
1038,D23,Separado_Divorciado,0,2,134,127,7,2,0
1039,D24,Separado_Divorciado,0,26,110,103,7,26,0
1040,D25,Separado_Divorciado,0,4,132,125,7,4,0
1041,D26,Separado_Divorciado,0,2,134,127,7,2,0
1042,D27,Separado_Divorciado,0,5,131,124,7,5,0
1043,D28,Separado_Divorciado,0,6,130,123,7,6,0
1044,D29,Separado_Divorciado,0.047619048,42,94,89,5,40,2
1045,D3,Separado_Divorciado,0,2,134,127,7,2,0
1046,D30,Separado_Divorciado,0.048387097,62,74,70,4,59,3
1047,D31,Separado_Divorciado,0,17,119,112,7,17,0
1048,D32,Separado_Divorciado,0.054054054,37,99,94,5,35,2
1049,D33,Separado_Divorciado,0,12,124,117,7,12,0
1050,D34,Separado_Divorciado,0,3,133,126,7,3,0
1051,D35,Separado_Divorciado,0,2,134,127,7,2,0
1052,D36,Separado_Divorciado,0,8,128,121,7,8,0
1053,D37,Separado_Divorciado,0.045454545,22,114,108,6,21,1
1054,D38,Separado_Divorciado,0,3,133,126,7,3,0
1055,D39,Separado_Divorciado,0.066666667,15,121,115,6,14,1
1056,D4,Separado_Divorciado,0,4,132,125,7,4,0
1057,D40,Separado_Divorciado,0,5,131,124,7,5,0
1058,D41,Separado_Divorciado,0,7,129,122,7,7,0
1059,D42,Separado_Divorciado,0,3,133,126,7,3,0
1060,D43,Separado_Divorciado,0,3,133,126,7,3,0
1061,D44,Separado_Divorciado,0.052631579,38,98,93,5,36,2
1062,D45,Separado_Divorciado,0,12,124,117,7,12,0
1063,D46,Separado_Divorciado,0.052631579,38,98,93,5,36,2
1064,D47,Separado_Divorciado,0,12,124,117,7,12,0
1065,D48,Separado_Divorciado,0.038461538,26,110,104,6,25,1
1066,D49,Separado_Divorciado,0,13,123,116,7,13,0
1067,D5,Separado_Divorciado,0,3,133,126,7,3,0
1068,D50,Separado_Divorciado,0,2,134,127,7,2,0
1069,D51,Separado_Divorciado,0,1,135,128,7,1,0
1070,D52,Separado_Divorciado,0,2,134,127,7,2,0
1071,D53,Separado_Divorciado,0,2,134,127,7,2,0
1072,D9,Separado_Divorciado,0,1,135,128,7,1,0
1073,Fuma,X4,0.065217391,46,147,147,0,43,3
1074,Cirurgia_coluna,X4,0,72,106,105,1,72,0
1075,Aposentado,X4,0,34,156,153,3,34,0
1076,Desempregado,X4,0,26,160,157,3,26,0
1077,Licenca_Medica,X4,0,19,169,166,3,19,0
1078,Aposentado_Invalidez,X4,0,8,178,175,3,8,0
1079,Analgésicos,X4,0.016393443,122,65,64,1,120,2
1080,OutraDoenca,X4,0.014492754,69,120,118,2,68,1
1081,Dor_costas,X4,0.018348624,109,77,76,1,107,2
1082,Dor_pernas,X4,0.016129032,62,123,121,2,61,1
1083,Retornar_trabalho,X4,0,21,146,143,3,21,0
1084,Masc,X4,0.014925373,134,68,67,1,132,2
1085,Fem,X4,0.014705882,68,134,132,2,67,1
1086,Casado_Amasiado,X4,0,85,117,114,3,85,0
1087,Solteiro,X4,0,88,114,111,3,88,0
1088,Separado_Divorciado,X4,0,8,194,191,3,8,0
1089,X4,X4,1,3,199,199,0,0,3
1090,X5,X4,0,6,196,193,3,6,0
1091,X6,X4,0,12,190,187,3,12,0
1092,Livrar_costas,X4,0.010309278,97,15,14,1,96,1
1093,Livrar_perna,X4,0.071428571,14,98,97,1,13,1
1094,Livrar_perda_sens,X4,0,1,111,109,2,1,0
1095,D1,X4,0,1,135,132,3,1,0
1096,D15,X4,0.142857143,7,129,127,2,6,1
1097,D16,X4,0,20,116,113,3,20,0
1098,D17,X4,0.2,5,131,129,2,4,1
1099,D18,X4,0.0625,16,120,118,2,15,1
1100,D19,X4,0.142857143,7,129,127,2,6,1
1101,D2,X4,0.25,8,128,127,1,6,2
1102,D20,X4,0,8,128,125,3,8,0
1103,D21,X4,0,7,129,126,3,7,0
1104,D22,X4,0,2,134,131,3,2,0
1105,D23,X4,0,2,134,131,3,2,0
1106,D24,X4,0,26,110,107,3,26,0
1107,D25,X4,0,4,132,129,3,4,0
1108,D26,X4,0,2,134,131,3,2,0
1109,D27,X4,0,5,131,128,3,5,0
1110,D28,X4,0,6,130,127,3,6,0
1111,D29,X4,0,42,94,91,3,42,0
1112,D3,X4,0.5,2,134,132,2,1,1
1113,D30,X4,0,62,74,71,3,62,0
1114,D31,X4,0.058823529,17,119,117,2,16,1
1115,D32,X4,0,37,99,96,3,37,0
1116,D33,X4,0.083333333,12,124,122,2,11,1
1117,D34,X4,0,3,133,130,3,3,0
1118,D35,X4,0,2,134,131,3,2,0
1119,D36,X4,0.125,8,128,126,2,7,1
1120,D37,X4,0,22,114,111,3,22,0
1121,D38,X4,0.333333333,3,133,131,2,2,1
1122,D39,X4,0,15,121,118,3,15,0
1123,D4,X4,0.25,4,132,130,2,3,1
1124,D40,X4,0.2,5,131,129,2,4,1
1125,D41,X4,0,7,129,126,3,7,0
1126,D42,X4,0,3,133,130,3,3,0
1127,D43,X4,0,3,133,130,3,3,0
1128,D44,X4,0,38,98,95,3,38,0
1129,D45,X4,0,12,124,121,3,12,0
1130,D46,X4,0,38,98,95,3,38,0
1131,D47,X4,0.083333333,12,124,122,2,11,1
1132,D48,X4,0,26,110,107,3,26,0
1133,D49,X4,0.076923077,13,123,121,2,12,1
1134,D5,X4,0,3,133,130,3,3,0
1135,D50,X4,0,2,134,131,3,2,0
1136,D51,X4,0,1,135,132,3,1,0
1137,D52,X4,0,2,134,131,3,2,0
1138,D53,X4,0,2,134,131,3,2,0
1139,D9,X4,0,1,135,132,3,1,0
1140,Fuma,X5,0.02173913,46,147,144,3,45,1
1141,Cirurgia_coluna,X5,0.027777778,72,106,104,2,70,2
1142,Aposentado,X5,0,34,156,152,4,34,0
1143,Desempregado,X5,0.038461538,26,160,157,3,25,1
1144,Licenca_Medica,X5,0,19,169,165,4,19,0
1145,Aposentado_Invalidez,X5,0,8,178,174,4,8,0
1146,Analgésicos,X5,0.008196721,122,65,62,3,121,1
1147,OutraDoenca,X5,0,69,120,116,4,69,0
1148,Dor_costas,X5,0.009174312,109,77,74,3,108,1
1149,Dor_pernas,X5,0,62,123,119,4,62,0
1150,Retornar_trabalho,X5,0,21,146,141,5,21,0
1151,Masc,X5,0.029850746,134,68,66,2,130,4
1152,Fem,X5,0.029411765,68,134,130,4,66,2
1153,Casado_Amasiado,X5,0,85,117,111,6,85,0
1154,Solteiro,X5,0,88,114,108,6,88,0
1155,Separado_Divorciado,X5,0,8,194,188,6,8,0
1156,X4,X5,0,3,199,193,6,3,0
1157,X5,X5,1,6,196,196,0,0,6
1158,X6,X5,0,12,190,184,6,12,0
1159,Livrar_costas,X5,0.010309278,97,15,14,1,96,1
1160,Livrar_perna,X5,0,14,98,96,2,14,0
1161,Livrar_perda_sens,X5,1,1,111,110,1,0,1
1162,D1,X5,0,1,135,133,2,1,0
1163,D15,X5,0,7,129,127,2,7,0
1164,D16,X5,0,20,116,114,2,20,0
1165,D17,X5,0,5,131,129,2,5,0
1166,D18,X5,0.0625,16,120,119,1,15,1
1167,D19,X5,0,7,129,127,2,7,0
1168,D2,X5,0,8,128,126,2,8,0
1169,D20,X5,0,8,128,126,2,8,0
1170,D21,X5,0,7,129,127,2,7,0
1171,D22,X5,0,2,134,132,2,2,0
1172,D23,X5,0,2,134,132,2,2,0
1173,D24,X5,0.038461538,26,110,109,1,25,1
1174,D25,X5,0,4,132,130,2,4,0
1175,D26,X5,0,2,134,132,2,2,0
1176,D27,X5,0,5,131,129,2,5,0
1177,D28,X5,0,6,130,128,2,6,0
1178,D29,X5,0,42,94,92,2,42,0
1179,D3,X5,0,2,134,132,2,2,0
1180,D30,X5,0,62,74,72,2,62,0
1181,D31,X5,0,17,119,117,2,17,0
1182,D32,X5,0,37,99,97,2,37,0
1183,D33,X5,0,12,124,122,2,12,0
1184,D34,X5,0,3,133,131,2,3,0
1185,D35,X5,0,2,134,132,2,2,0
1186,D36,X5,0,8,128,126,2,8,0
1187,D37,X5,0,22,114,112,2,22,0
1188,D38,X5,0,3,133,131,2,3,0
1189,D39,X5,0,15,121,119,2,15,0
1190,D4,X5,0,4,132,130,2,4,0
1191,D40,X5,0,5,131,129,2,5,0
1192,D41,X5,0,7,129,127,2,7,0
1193,D42,X5,0,3,133,131,2,3,0
1194,D43,X5,0,3,133,131,2,3,0
1195,D44,X5,0,38,98,96,2,38,0
1196,D45,X5,0,12,124,122,2,12,0
1197,D46,X5,0,38,98,96,2,38,0
1198,D47,X5,0,12,124,122,2,12,0
1199,D48,X5,0,26,110,108,2,26,0
1200,D49,X5,0,13,123,121,2,13,0
1201,D5,X5,0,3,133,131,2,3,0
1202,D50,X5,0,2,134,132,2,2,0
1203,D51,X5,0,1,135,133,2,1,0
1204,D52,X5,0,2,134,132,2,2,0
1205,D53,X5,0,2,134,132,2,2,0
1206,D9,X5,0,1,135,133,2,1,0
1207,Fuma,X6,0.108695652,46,147,141,6,41,5
1208,Cirurgia_coluna,X6,0.097222222,72,106,103,3,65,7
1209,Aposentado,X6,0.205882353,34,156,152,4,27,7
1210,Desempregado,X6,0.038461538,26,160,150,10,25,1
1211,Licenca_Medica,X6,0.052631579,19,169,159,10,18,1
1212,Aposentado_Invalidez,X6,0.125,8,178,168,10,7,1
1213,Analgésicos,X6,0.073770492,122,65,63,2,113,9
1214,OutraDoenca,X6,0.072463768,69,120,114,6,64,5
1215,Dor_costas,X6,0.055045872,109,77,72,5,103,6
1216,Dor_pernas,X6,0.080645161,62,123,117,6,57,5
1217,Retornar_trabalho,X6,0.19047619,21,146,141,5,17,4
1218,Masc,X6,0.089552239,134,68,68,0,122,12
1219,Fem,X6,0,68,134,122,12,68,0
1220,Casado_Amasiado,X6,0,85,117,105,12,85,0
1221,Solteiro,X6,0,88,114,102,12,88,0
1222,Separado_Divorciado,X6,0,8,194,182,12,8,0
1223,X4,X6,0,3,199,187,12,3,0
1224,X5,X6,0,6,196,184,12,6,0
1225,X6,X6,1,12,190,190,0,0,12
1226,Livrar_costas,X6,0.06185567,97,15,14,1,91,6
1227,Livrar_perna,X6,0.071428571,14,98,92,6,13,1
1228,Livrar_perda_sens,X6,0,1,111,104,7,1,0
1229,D1,X6,0,1,135,125,10,1,0
1230,D15,X6,0,7,129,119,10,7,0
1231,D16,X6,0.15,20,116,109,7,17,3
1232,D17,X6,0,5,131,121,10,5,0
1233,D18,X6,0,16,120,110,10,16,0
1234,D19,X6,0,7,129,119,10,7,0
1235,D2,X6,0.125,8,128,119,9,7,1
1236,D20,X6,0,8,128,118,10,8,0
1237,D21,X6,0,7,129,119,10,7,0
1238,D22,X6,0,2,134,124,10,2,0
1239,D23,X6,0,2,134,124,10,2,0
1240,D24,X6,0.038461538,26,110,101,9,25,1
1241,D25,X6,0,4,132,122,10,4,0
1242,D26,X6,0,2,134,124,10,2,0
1243,D27,X6,0,5,131,121,10,5,0
1244,D28,X6,0,6,130,120,10,6,0
1245,D29,X6,0.119047619,42,94,89,5,37,5
1246,D3,X6,0,2,134,124,10,2,0
1247,D30,X6,0.096774194,62,74,70,4,56,6
1248,D31,X6,0.058823529,17,119,110,9,16,1
1249,D32,X6,0.108108108,37,99,93,6,33,4
1250,D33,X6,0,12,124,114,10,12,0
1251,D34,X6,0,3,133,123,10,3,0
1252,D35,X6,0,2,134,124,10,2,0
1253,D36,X6,0,8,128,118,10,8,0
1254,D37,X6,0.136363636,22,114,107,7,19,3
1255,D38,X6,0,3,133,123,10,3,0
1256,D39,X6,0.2,15,121,114,7,12,3
1257,D4,X6,0,4,132,122,10,4,0
1258,D40,X6,0,5,131,121,10,5,0
1259,D41,X6,0.142857143,7,129,120,9,6,1
1260,D42,X6,0,3,133,123,10,3,0
1261,D43,X6,0,3,133,123,10,3,0
1262,D44,X6,0.131578947,38,98,93,5,33,5
1263,D45,X6,0.083333333,12,124,115,9,11,1
1264,D46,X6,0.157894737,38,98,94,4,32,6
1265,D47,X6,0.083333333,12,124,115,9,11,1
1266,D48,X6,0.192307692,26,110,105,5,21,5
1267,D49,X6,0.076923077,13,123,114,9,12,1
1268,D5,X6,0.333333333,3,133,124,9,2,1
1269,D50,X6,0,2,134,124,10,2,0
1270,D51,X6,0,1,135,125,10,1,0
1271,D52,X6,0,2,134,124,10,2,0
1272,D53,X6,0,2,134,124,10,2,0
1273,D9,X6,0,1,135,125,10,1,0
1274,Fuma,Livrar_costas,0.818181818,33,79,9,70,6,27
1275,Cirurgia_coluna,Livrar_costas,0.86,50,63,8,55,7,43
1276,Aposentado,Livrar_costas,0.961538462,26,93,13,80,1,25
1277,Desempregado,Livrar_costas,0.846153846,26,92,10,82,4,22
1278,Licenca_Medica,Livrar_costas,0.9375,16,103,13,90,1,15
1279,Aposentado_Invalidez,Livrar_costas,0.75,8,109,13,96,2,6
1280,Analgésicos,Livrar_costas,0.886597938,97,26,4,22,11,86
1281,OutraDoenca,Livrar_costas,0.862745098,51,70,7,63,7,44
1282,Dor_costas,Livrar_costas,0.918918919,111,16,7,9,9,102
1283,Dor_pernas,Livrar_costas,0.771929825,57,68,2,66,13,44
1284,Retornar_trabalho,Livrar_costas,0.9,20,101,12,89,2,18
1285,Masc,Livrar_costas,0.908045977,87,41,8,33,8,79
1286,Fem,Livrar_costas,0.804878049,41,87,8,79,8,33
1287,Casado_Amasiado,Livrar_costas,0.891304348,46,66,10,56,5,41
1288,Solteiro,Livrar_costas,0.88,50,62,9,53,6,44
1289,Separado_Divorciado,Livrar_costas,0.8,5,107,14,93,1,4
1290,X4,Livrar_costas,0.5,2,110,14,96,1,1
1291,X5,Livrar_costas,0.5,2,110,14,96,1,1
1292,X6,Livrar_costas,0.857142857,7,105,14,91,1,6
1293,Livrar_costas,Livrar_costas,1,112,16,16,0,0,112
1294,Livrar_perna,Livrar_costas,0,14,114,2,112,14,0
1295,Livrar_perda_sens,Livrar_costas,0,2,126,14,112,2,0
1296,D1,Livrar_costas,1,1,99,14,85,0,1
1297,D15,Livrar_costas,0.666666667,6,94,12,82,2,4
1298,D16,Livrar_costas,0.894736842,19,81,12,69,2,17
1299,D17,Livrar_costas,1,4,96,14,82,0,4
1300,D18,Livrar_costas,1,12,88,14,74,0,12
1301,D19,Livrar_costas,1,5,95,14,81,0,5
1302,D2,Livrar_costas,1,7,93,14,79,0,7
1303,D20,Livrar_costas,1,7,93,14,79,0,7
1304,D21,Livrar_costas,1,7,93,14,79,0,7
1305,D22,Livrar_costas,1,1,99,14,85,0,1
1306,D23,Livrar_costas,1,2,98,14,84,0,2
1307,D24,Livrar_costas,1,25,75,14,61,0,25
1308,D25,Livrar_costas,1,4,96,14,82,0,4
1309,D26,Livrar_costas,1,2,98,14,84,0,2
1310,D27,Livrar_costas,1,5,95,14,81,0,5
1311,D28,Livrar_costas,1,6,94,14,80,0,6
1312,D29,Livrar_costas,0.825,40,60,7,53,7,33
1313,D3,Livrar_costas,1,1,99,14,85,0,1
1314,D30,Livrar_costas,0.836065574,61,39,4,35,10,51
1315,D31,Livrar_costas,0.764705882,17,83,10,73,4,13
1316,D32,Livrar_costas,0.805555556,36,64,7,57,7,29
1317,D33,Livrar_costas,0.666666667,12,88,10,78,4,8
1318,D34,Livrar_costas,1,2,98,14,84,0,2
1319,D35,Livrar_costas,1,1,99,14,85,0,1
1320,D36,Livrar_costas,0.571428571,7,93,11,82,3,4
1321,D37,Livrar_costas,0.85,20,80,11,69,3,17
1322,D38,Livrar_costas,0,3,97,11,86,3,0
1323,D39,Livrar_costas,0.785714286,14,86,11,75,3,11
1324,D4,Livrar_costas,1,2,98,14,84,0,2
1325,D40,Livrar_costas,0.25,4,96,11,85,3,1
1326,D41,Livrar_costas,0.833333333,6,94,13,81,1,5
1327,D42,Livrar_costas,1,2,98,14,84,0,2
1328,D43,Livrar_costas,1,2,98,14,84,0,2
1329,D44,Livrar_costas,0.777777778,36,64,6,58,8,28
1330,D45,Livrar_costas,0.666666667,12,88,10,78,4,8
1331,D46,Livrar_costas,0.75,36,64,5,59,9,27
1332,D47,Livrar_costas,0.583333333,12,88,9,79,5,7
1333,D48,Livrar_costas,0.75,24,76,8,68,6,18
1334,D49,Livrar_costas,0.692307692,13,87,10,77,4,9
1335,D5,Livrar_costas,1,3,97,14,83,0,3
1336,D50,Livrar_costas,1,1,99,14,85,0,1
1337,D51,Livrar_costas,1,1,99,14,85,0,1
1338,D52,Livrar_costas,1,1,99,14,85,0,1
1339,D53,Livrar_costas,1,1,99,14,85,0,1
1340,D9,Livrar_costas,1,1,99,14,85,0,1
1341,Fuma,Livrar_perna,0.181818182,33,79,71,8,27,6
1342,Cirurgia_coluna,Livrar_perna,0.12,50,63,56,7,44,6
1343,Aposentado,Livrar_perna,0.038461538,26,93,81,12,25,1
1344,Desempregado,Livrar_perna,0.153846154,26,92,83,9,22,4
1345,Licenca_Medica,Livrar_perna,0.0625,16,103,91,12,15,1
1346,Aposentado_Invalidez,Livrar_perna,0.25,8,109,98,11,6,2
1347,Analgésicos,Livrar_perna,0.113402062,97,26,23,3,86,11
1348,OutraDoenca,Livrar_perna,0.137254902,51,70,64,6,44,7
1349,Dor_costas,Livrar_perna,0.072072072,111,16,10,6,103,8
1350,Dor_pernas,Livrar_perna,0.228070175,57,68,67,1,44,13
1351,Retornar_trabalho,Livrar_perna,0.1,20,101,91,10,18,2
1352,Masc,Livrar_perna,0.08045977,87,41,34,7,80,7
1353,Fem,Livrar_perna,0.170731707,41,87,80,7,34,7
1354,Casado_Amasiado,Livrar_perna,0.108695652,46,66,57,9,41,5
1355,Solteiro,Livrar_perna,0.12,50,62,54,8,44,6
1356,Separado_Divorciado,Livrar_perna,0.2,5,107,94,13,4,1
1357,X4,Livrar_perna,0.5,2,110,97,13,1,1
1358,X5,Livrar_perna,0,2,110,96,14,2,0
1359,X6,Livrar_perna,0.142857143,7,105,92,13,6,1
1360,Livrar_costas,Livrar_perna,0,112,16,2,14,112,0
1361,Livrar_perna,Livrar_perna,1,14,114,114,0,0,14
1362,Livrar_perda_sens,Livrar_perna,0,2,126,112,14,2,0
1363,D1,Livrar_perna,0,1,99,85,14,1,0
1364,D15,Livrar_perna,0.333333333,6,94,82,12,4,2
1365,D16,Livrar_perna,0.105263158,19,81,69,12,17,2
1366,D17,Livrar_perna,0,4,96,82,14,4,0
1367,D18,Livrar_perna,0,12,88,74,14,12,0
1368,D19,Livrar_perna,0,5,95,81,14,5,0
1369,D2,Livrar_perna,0,7,93,79,14,7,0
1370,D20,Livrar_perna,0,7,93,79,14,7,0
1371,D21,Livrar_perna,0,7,93,79,14,7,0
1372,D22,Livrar_perna,0,1,99,85,14,1,0
1373,D23,Livrar_perna,0,2,98,84,14,2,0
1374,D24,Livrar_perna,0,25,75,61,14,25,0
1375,D25,Livrar_perna,0,4,96,82,14,4,0
1376,D26,Livrar_perna,0,2,98,84,14,2,0
1377,D27,Livrar_perna,0,5,95,81,14,5,0
1378,D28,Livrar_perna,0,6,94,80,14,6,0
1379,D29,Livrar_perna,0.175,40,60,53,7,33,7
1380,D3,Livrar_perna,0,1,99,85,14,1,0
1381,D30,Livrar_perna,0.163934426,61,39,35,4,51,10
1382,D31,Livrar_perna,0.235294118,17,83,73,10,13,4
1383,D32,Livrar_perna,0.194444444,36,64,57,7,29,7
1384,D33,Livrar_perna,0.333333333,12,88,78,10,8,4
1385,D34,Livrar_perna,0,2,98,84,14,2,0
1386,D35,Livrar_perna,0,1,99,85,14,1,0
1387,D36,Livrar_perna,0.428571429,7,93,82,11,4,3
1388,D37,Livrar_perna,0.15,20,80,69,11,17,3
1389,D38,Livrar_perna,1,3,97,86,11,0,3
1390,D39,Livrar_perna,0.214285714,14,86,75,11,11,3
1391,D4,Livrar_perna,0,2,98,84,14,2,0
1392,D40,Livrar_perna,0.75,4,96,85,11,1,3
1393,D41,Livrar_perna,0.166666667,6,94,81,13,5,1
1394,D42,Livrar_perna,0,2,98,84,14,2,0
1395,D43,Livrar_perna,0,2,98,84,14,2,0
1396,D44,Livrar_perna,0.222222222,36,64,58,6,28,8
1397,D45,Livrar_perna,0.333333333,12,88,78,10,8,4
1398,D46,Livrar_perna,0.25,36,64,59,5,27,9
1399,D47,Livrar_perna,0.416666667,12,88,79,9,7,5
1400,D48,Livrar_perna,0.25,24,76,68,8,18,6
1401,D49,Livrar_perna,0.307692308,13,87,77,10,9,4
1402,D5,Livrar_perna,0,3,97,83,14,3,0
1403,D50,Livrar_perna,0,1,99,85,14,1,0
1404,D51,Livrar_perna,0,1,99,85,14,1,0
1405,D52,Livrar_perna,0,1,99,85,14,1,0
1406,D53,Livrar_perna,0,1,99,85,14,1,0
1407,D9,Livrar_perna,0,1,99,85,14,1,0
1408,Fuma,Livrar_perda_sens,0,33,79,78,1,33,0
1409,Cirurgia_coluna,Livrar_perda_sens,0.02,50,63,62,1,49,1
1410,Aposentado,Livrar_perda_sens,0,26,93,92,1,26,0
1411,Desempregado,Livrar_perda_sens,0,26,92,91,1,26,0
1412,Licenca_Medica,Livrar_perda_sens,0,16,103,102,1,16,0
1413,Aposentado_Invalidez,Livrar_perda_sens,0,8,109,107,2,8,0
1414,Analgésicos,Livrar_perda_sens,0,97,26,25,1,97,0
1415,OutraDoenca,Livrar_perda_sens,0,51,70,69,1,51,0
1416,Dor_costas,Livrar_perda_sens,0.009009009,111,16,15,1,110,1
1417,Dor_pernas,Livrar_perda_sens,0,57,68,67,1,57,0
1418,Retornar_trabalho,Livrar_perda_sens,0,20,101,99,2,20,0
