"","Binaria","Ordinal","rpb","pvalue","Bin_0","Bin_1","Missing"
"473","Retornar_trabalho","BPI_5_v1","0.245746836423351","0.0385883148873401","183","21","32"
"474","Retornar_trabalho","Intensidade da dor no momento","0.18385587040013","0.181779333460875","98","20","13"
"475","Retornar_trabalho","BPI_8_v1","-0.0914966262058616","0.505831316072719","125","17","18"
"476","Retornar_trabalho","BPI - Atividde geral","-0.0626906900302597","0.641037697988319","119","19","17"
"477","Retornar_trabalho","BPI - Humor","-0.181304785132132","0.176238447656654","119","19","17"
"478","Retornar_trabalho","BPI - Habilidade de caminhar","-0.0228238077217194","0.865255480480374","119","19","17"
"479","Retornar_trabalho","BPI - Trabalho","0.0448959012214298","0.738501621015786","119","19","17"
"480","Retornar_trabalho","BPI - Relacionamento com outras pessoas","-0.116197131231294","0.38701799100514","119","19","17"
"481","Retornar_trabalho","BPI - Sono","0.0683283475420705","0.611302132492792","119","19","17"
"482","Retornar_trabalho","BPI - Habilidade para apreciar a vida","-0.0405729642301479","0.762894304116433","119","19","17"
"483","Retornar_trabalho","Oswestry1_v1","0.183243636369949","0.131251765501632","179","20","33"
"484","Retornar_trabalho","Oswestry2_v1","0.271448960543001","0.0248666412692964","179","20","33"
"485","Retornar_trabalho","Oswestry3_v1","0.139127818048392","0.252441172445128","179","20","33"
"486","Retornar_trabalho","Oswestry4_v1","0.154017033917048","0.205014535167217","179","20","33"
"487","Retornar_trabalho","Oswestry5_v1","0.117756836182593","0.332950609904532","179","20","33"
"488","Retornar_trabalho","Oswestry6_v1","0.0957624768484649","0.431262295716979","179","20","33"
"489","Retornar_trabalho","Oswestry7_v1","0.20223284982597","0.0955867678165123","179","20","33"
"490","Retornar_trabalho","Oswestry8_v1","-0.0198402968937413","0.870568443359094","179","20","33"
"491","Retornar_trabalho","Oswestry9_v1","0.100107534055126","0.410619468821634","179","20","33"
"492","Retornar_trabalho","Oswestry10_v1","0.0972509722877517","0.424124280073876","179","20","33"
"493","Retornar_trabalho","Somatoria_Owestry","0.142883128835491","0.239819509890601","179","20","33"
"494","Retornar_trabalho","Ord_RMDQ","0.0937615484546604","0.528444827080191","94","16","25"
"495","Retornar_trabalho","SF12_M1_1_v1","0.241947359481742","0.045825667166709","179","20","33"
"496","Retornar_trabalho","SF12_M1_2_v1","-0.292088962511138","0.0156696208472147","179","20","33"
"497","Retornar_trabalho","SF12_M1_3_v1","-0.336095477247564","0.00531333911445649","179","20","33"
"498","Retornar_trabalho","SF12_M1_4_v1","-0.294271906225926","0.0148977458224463","179","20","33"
"499","Retornar_trabalho","SF12_M1_5_v1","-0.332907515253391","0.00577243916708849","179","20","33"
"500","Retornar_trabalho","SF12_M1_6_v1","-0.308548386096349","0.0106212685904712","179","20","33"
"501","Retornar_trabalho","SF12_M1_7_v1","-0.332193849586768","0.00587995413151205","179","20","33"
"502","Retornar_trabalho","SF12_M1_8_v1","0.264511444122224","0.0288581550018702","179","20","33"
"503","Retornar_trabalho","SF12_M1_9_v1","-0.225170474900257","0.0632752893764764","179","20","33"
"504","Retornar_trabalho","SF12_M1_10_v1","-0.186872364920325","0.123743469798814","179","20","33"
"505","Retornar_trabalho","SF12_M1_11_v1","-0.296256186948141","0.0142251728469745","179","20","33"
"506","Retornar_trabalho","SF12_M1_12_v1","-0.233775802195307","0.0537439679429905","179","20","33"
"507","Masc","Há quanto tempo em São Paulo se de outro local","-0.18958486190594","0.488190285364478","8","17","0"
"508","Masc","Quantidade de cirurgias na coluna","0.210601318646411","0.0492359389414252","50","96","0"
"509","Masc","Trabalho_Cansativo","-0.0903436989426157","0.41267208168261","48","91","0"
"510","Masc","Licenca_Tempo","-0.9999","0.000170946498870242","2","4","0"
"511","Masc","Tempo com a dor nas costas","0.177665578330538","0.100390081245523","51","91","0"
"512","Masc","Tempo com dor que irradia p/ as pernas","0.0873466611173187","0.42462112615685","49","92","0"
"513","Masc","Andar_velocidade","0.00145488475866068","0.989661565490647","46","89","0"
"514","Masc","Dor_costas_VAS","0.229148470614245","0.0179832463061409","58","123","0"
"515","Masc","Intensidade da dor nas pernas","0.0140716719281578","0.878511812106217","66","136","0"
"516","Masc","IDADE","0.114204710857951","0.211889558960447","68","134","0"
"517","Masc","BPI_3_v1","0.07075538998031","0.404550034606919","78","158","0"
"518","Masc","BPI_4_v1","0.0340941501468695","0.688117326774409","78","158","0"
"519","Masc","BPI_5_v1","0.0492674923335235","0.561803115731804","78","158","0"
"520","Masc","Intensidade da dor no momento","0.214187192092253","0.0574880110696155","46","85","0"
"521","Masc","BPI_8_v1","-0.0175521017114562","0.865579328956717","52","108","0"
"522","Masc","BPI - Atividde geral","0.164941071549992","0.112437473360836","54","101","0"
"523","Masc","BPI - Humor","0.243910405611429","0.0183239811436106","54","101","0"
"524","Masc","BPI - Habilidade de caminhar","0.274145981596485","0.00786253196723831","54","101","0"
"525","Masc","BPI - Trabalho","0.223525168477491","0.030876672811594","54","101","0"
"526","Masc","BPI - Relacionamento com outras pessoas","0.338243495829905","0.000967574477444738","54","101","0"
"527","Masc","BPI - Sono","0.238165164574426","0.0213098110770342","54","101","0"
"528","Masc","BPI - Habilidade para apreciar a vida","0.216830256367444","0.0363446637199698","54","101","0"
"529","Masc","Oswestry1_v1","-0.0195039160671169","0.820166222306524","76","156","0"
"530","Masc","Oswestry2_v1","0.0654486048378951","0.445291266848621","76","156","0"
"531","Masc","Oswestry3_v1","0.0453724813994973","0.596820642872198","76","156","0"
"532","Masc","Oswestry4_v1","0.0174822745114921","0.83853687229731","76","156","0"
"533","Masc","Oswestry5_v1","0.0346281820982621","0.686460136522679","76","156","0"
"534","Masc","Oswestry6_v1","0.0216254353962512","0.800993007861341","76","156","0"
"535","Masc","Oswestry7_v1","0.0332765637838166","0.698088287788072","76","156","0"
"536","Masc","Oswestry8_v1","-0.0212082134369115","0.804754641096636","76","156","0"
"537","Masc","Oswestry9_v1","-0.0177650786657699","0.835961524789405","76","156","0"
"538","Masc","Oswestry10_v1","0.0215615421327823","0.80156876857146","76","156","0"
"539","Masc","Somatoria_Owestry","0.0182926744642465","0.831161676633107","76","156","0"
"540","Masc","Ord_RMDQ","-0.0302325283318669","0.792146474713955","40","95","0"
"541","Masc","SF12_M1_1_v1","-0.0300711569198721","0.725943500545965","76","156","0"
"542","Masc","SF12_M1_2_v1","0.0243960872462147","0.77613316142333","76","156","0"
"543","Masc","SF12_M1_3_v1","0.0122667882238048","0.886311697654217","76","156","0"
"544","Masc","SF12_M1_4_v1","-0.0599598562965947","0.484423790829836","76","156","0"
"545","Masc","SF12_M1_5_v1","-0.0307475131236272","0.720034399480481","76","156","0"
"546","Masc","SF12_M1_6_v1","0.0194469190346815","0.820682863374636","76","156","0"
"547","Masc","SF12_M1_7_v1","0.0104626155355898","0.902943454255004","76","156","0"
"548","Masc","SF12_M1_8_v1","0.0313507331511481","0.714778234391878","76","156","0"
"549","Masc","SF12_M1_9_v1","-0.0169973436060497","0.842956867542022","76","156","0"
"550","Masc","SF12_M1_10_v1","-0.0122242215020732","0.886703555519601","76","156","0"
"551","Masc","SF12_M1_11_v1","-0.0314311362577778","0.714078648502853","76","156","0"
"552","Masc","SF12_M1_12_v1","-0.0142071899027183","0.868479676442109","76","156","0"
"553","Fem","Há quanto tempo em São Paulo se de outro local","0.18958486190594","0.488190285364478","17","8","0"
"554","Fem","Quantidade de cirurgias na coluna","-0.210601318646411","0.0492359389414252","96","50","0"
"555","Fem","Trabalho_Cansativo","0.0903436989426157","0.41267208168261","91","48","0"
"556","Fem","Licenca_Tempo","0.9999","0.000170946498870242","4","2","0"
"557","Fem","Tempo com a dor nas costas","-0.177665578330538","0.100390081245523","91","51","0"
"558","Fem","Tempo com dor que irradia p/ as pernas","-0.0873466611173187","0.42462112615685","92","49","0"
"559","Fem","Andar_velocidade","-0.00145488475866068","0.989661565490647","89","46","0"
"560","Fem","Dor_costas_VAS","-0.229148470614245","0.0179832463061409","123","58","0"
"561","Fem","Intensidade da dor nas pernas","-0.0140716719281578","0.878511812106217","136","66","0"
"562","Fem","IDADE","-0.114204710857951","0.211889558960447","134","68","0"
"563","Fem","BPI_3_v1","-0.07075538998031","0.404550034606919","158","78","0"
"564","Fem","BPI_4_v1","-0.0340941501468695","0.688117326774409","158","78","0"
"565","Fem","BPI_5_v1","-0.0492674923335235","0.561803115731804","158","78","0"
"566","Fem","Intensidade da dor no momento","-0.214187192092253","0.0574880110696155","85","46","0"
"567","Fem","BPI_8_v1","0.0175521017114562","0.865579328956717","108","52","0"
"568","Fem","BPI - Atividde geral","-0.164941071549992","0.112437473360836","101","54","0"
"569","Fem","BPI - Humor","-0.243910405611429","0.0183239811436106","101","54","0"
"570","Fem","BPI - Habilidade de caminhar","-0.274145981596485","0.00786253196723831","101","54","0"
"571","Fem","BPI - Trabalho","-0.223525168477491","0.030876672811594","101","54","0"
"572","Fem","BPI - Relacionamento com outras pessoas","-0.338243495829905","0.000967574477444738","101","54","0"
"573","Fem","BPI - Sono","-0.238165164574426","0.0213098110770342","101","54","0"
"574","Fem","BPI - Habilidade para apreciar a vida","-0.216830256367444","0.0363446637199698","101","54","0"
"575","Fem","Oswestry1_v1","0.0195039160671169","0.820166222306524","156","76","0"
"576","Fem","Oswestry2_v1","-0.0654486048378951","0.445291266848621","156","76","0"
"577","Fem","Oswestry3_v1","-0.0453724813994973","0.596820642872198","156","76","0"
"578","Fem","Oswestry4_v1","-0.0174822745114921","0.83853687229731","156","76","0"
"579","Fem","Oswestry5_v1","-0.0346281820982621","0.686460136522679","156","76","0"
"580","Fem","Oswestry6_v1","-0.0216254353962512","0.800993007861341","156","76","0"
"581","Fem","Oswestry7_v1","-0.0332765637838166","0.698088287788072","156","76","0"
"582","Fem","Oswestry8_v1","0.0212082134369115","0.804754641096636","156","76","0"
"583","Fem","Oswestry9_v1","0.0177650786657699","0.835961524789405","156","76","0"
"584","Fem","Oswestry10_v1","-0.0215615421327823","0.80156876857146","156","76","0"
"585","Fem","Somatoria_Owestry","-0.0182926744642465","0.831161676633107","156","76","0"
"586","Fem","Ord_RMDQ","0.0302325283318669","0.792146474713955","95","40","0"
"587","Fem","SF12_M1_1_v1","0.0300711569198721","0.725943500545965","156","76","0"
"588","Fem","SF12_M1_2_v1","-0.0243960872462147","0.77613316142333","156","76","0"
"589","Fem","SF12_M1_3_v1","-0.0122667882238048","0.886311697654217","156","76","0"
"590","Fem","SF12_M1_4_v1","0.0599598562965947","0.484423790829836","156","76","0"
"591","Fem","SF12_M1_5_v1","0.0307475131236272","0.720034399480481","156","76","0"
"592","Fem","SF12_M1_6_v1","-0.0194469190346815","0.820682863374636","156","76","0"
"593","Fem","SF12_M1_7_v1","-0.0104626155355898","0.902943454255004","156","76","0"
"594","Fem","SF12_M1_8_v1","-0.0313507331511481","0.714778234391878","156","76","0"
"595","Fem","SF12_M1_9_v1","0.0169973436060497","0.842956867542022","156","76","0"
"596","Fem","SF12_M1_10_v1","0.0122242215020732","0.886703555519601","156","76","0"
"597","Fem","SF12_M1_11_v1","0.0314311362577778","0.714078648502853","156","76","0"
"598","Fem","SF12_M1_12_v1","0.0142071899027183","0.868479676442109","156","76","0"
"599","Casado/Amasiaado","Há quanto tempo em São Paulo se de outro local","0.269210774197823","0.302715780126698","13","12","0"
"600","Casado/Amasiaado","Quantidade de cirurgias na coluna","-0.119622922149361","0.321580787008803","63","48","35"
"601","Casado/Amasiaado","Trabalho_Cansativo","0.283597579391937","0.00966868539538357","77","55","7"
"602","Casado/Amasiaado","Licenca_Tempo","-0.86188902758821","0.131076952376281","3","3","0"
"603","Casado/Amasiaado","Tempo com a dor nas costas","0.107757636037869","0.326389577748857","77","57","8"
"604","Casado/Amasiaado","Tempo com dor que irradia p/ as pernas","0.114238196200257","0.300250174449576","77","56","8"
"605","Casado/Amasiaado","Andar_velocidade","-0.039784816645455","0.719157709802528","78","55","2"
"606","Casado/Amasiaado","Dor_costas_VAS","0.0310085418034939","0.754186841001368","92","72","17"
"607","Casado/Amasiaado","Intensidade da dor nas pernas","-0.107207059474284","0.2522477619018","100","82","20"
"608","Casado/Amasiaado","IDADE","-0.35275312139268","6.39425903450988e-05","115","84","3"
"609","Casado/Amasiaado","BPI_3_v1","0.0158360465348592","0.860561665797625","113","85","38"
"610","Casado/Amasiaado","BPI_4_v1","0.030795802236727","0.732624958272144","113","85","38"
"611","Casado/Amasiaado","BPI_5_v1","-0.0248589454648985","0.782732044758108","113","85","38"
"612","Casado/Amasiaado","Intensidade da dor no momento","0.0919341766788926","0.408550342701861","76","55","0"
"613","Casado/Amasiaado","BPI_8_v1","0.0472944044931058","0.659988911685435","76","63","21"
"614","Casado/Amasiaado","BPI - Atividde geral","-0.269489989197","0.014121901499778","74","57","24"
"615","Casado/Amasiaado","BPI - Humor","-0.221601559832144","0.0443966546055348","74","57","24"
"616","Casado/Amasiaado","BPI - Habilidade de caminhar","-0.323579748523521","0.00305245160814506","74","57","24"
"617","Casado/Amasiaado","BPI - Trabalho","-0.198029640928171","0.0728739358157992","74","57","24"
"618","Casado/Amasiaado","BPI - Relacionamento com outras pessoas","-0.220456770587985","0.0455243214790281","74","57","24"
"619","Casado/Amasiaado","BPI - Sono","-0.318044940238188","0.00361417149804298","74","57","24"
"620","Casado/Amasiaado","BPI - Habilidade para apreciar a vida","-0.254117585319103","0.0208267445607987","74","57","24"
"621","Casado/Amasiaado","Oswestry1_v1","0.11938588127052","0.188731412884475","110","84","38"
"622","Casado/Amasiaado","Oswestry2_v1","0.0810673889983849","0.372714466532594","110","84","38"
"623","Casado/Amasiaado","Oswestry3_v1","0.100192913828215","0.270328982168154","110","84","38"
"624","Casado/Amasiaado","Oswestry4_v1","0.121417118460034","0.181285553087102","110","84","38"
"625","Casado/Amasiaado","Oswestry5_v1","0.126935893829259","0.162151037871856","110","84","38"
"626","Casado/Amasiaado","Oswestry6_v1","0.0743978287884096","0.413397678275231","110","84","38"
"627","Casado/Amasiaado","Oswestry7_v1","0.0728786343745096","0.423016594559013","110","84","38"
"628","Casado/Amasiaado","Oswestry8_v1","0.209528578168619","0.0204650897597221","110","84","38"
"629","Casado/Amasiaado","Oswestry9_v1","0.157867116466043","0.0816935476813407","110","84","38"
"630","Casado/Amasiaado","Oswestry10_v1","0.184676373820081","0.0413912885666702","110","84","38"
"631","Casado/Amasiaado","Somatoria_Owestry","0.135121803840322","0.13661168383382","110","84","38"
"632","Casado/Amasiaado","Ord_RMDQ","-0.00245227362481627","0.983666136541187","55","57","23"
"633","Casado/Amasiaado","SF12_M1_1_v1","0.102079998617264","0.261380347530253","110","84","38"
"634","Casado/Amasiaado","SF12_M1_2_v1","-0.0779408955754138","0.391469951189298","110","84","38"
"635","Casado/Amasiaado","SF12_M1_3_v1","-0.0792690305530512","0.383434180688528","110","84","38"
"636","Casado/Amasiaado","SF12_M1_4_v1","-0.071458278345043","0.432126201706632","110","84","38"
"637","Casado/Amasiaado","SF12_M1_5_v1","-0.0785153292667458","0.387982016171257","110","84","38"
"638","Casado/Amasiaado","SF12_M1_6_v1","-0.0364585002174802","0.688745283452467","110","84","38"
"639","Casado/Amasiaado","SF12_M1_7_v1","-0.0631650589363714","0.487515022338793","110","84","38"
"640","Casado/Amasiaado","SF12_M1_8_v1","0.148547829657636","0.101541753039913","110","84","38"
"641","Casado/Amasiaado","SF12_M1_9_v1","-0.118208785078133","0.193147392090113","110","84","38"
"642","Casado/Amasiaado","SF12_M1_10_v1","-0.142543731753289","0.116228011865939","110","84","38"
"643","Casado/Amasiaado","SF12_M1_11_v1","-0.133885726247392","0.140257398238468","110","84","38"
"644","Casado/Amasiaado","SF12_M1_12_v1","-0.191381498445543","0.0344728343223629","110","84","38"
"645","Solteiro","Há quanto tempo em São Paulo se de outro local","-0.154072758847357","0.567480189821324","16","9","0"
"646","Solteiro","Quantidade de cirurgias na coluna","-0.0376590680840581","0.755486636624937","63","48","35"
"647","Solteiro","Trabalho_Cansativo","-0.147240670406986","0.182653260802236","76","56","7"
"648","Solteiro","Licenca_Tempo","0.86188902758821","0.131076952376281","3","3","0"
"649","Solteiro","Tempo com a dor nas costas","-0.117419534890898","0.28538408025475","78","56","8"
"650","Solteiro","Tempo com dor que irradia p/ as pernas","-0.0312094041165651","0.777587091058084","77","56","8"
"651","Solteiro","Andar_velocidade","0.142685306491","0.194071705365622","75","58","2"
"652","Solteiro","Dor_costas_VAS","-0.0771766945945508","0.437344067063804","96","68","17"
"653","Solteiro","Intensidade da dor nas pernas","0.0674805376225861","0.474872006879228","108","74","20"
"654","Solteiro","IDADE","0.00729895667370615","0.935279225039834","113","86","3"
"655","Solteiro","BPI_3_v1","-0.105707473931076","0.240575271070574","114","84","38"
"656","Solteiro","BPI_4_v1","-0.0745330417320609","0.408394443783125","114","84","38"
"657","Solteiro","BPI_5_v1","-0.0333746732233049","0.711431655292417","114","84","38"
"658","Solteiro","Intensidade da dor no momento","-0.0578096491801338","0.604123349777647","77","54","0"
"659","Solteiro","BPI_8_v1","0.0864549457972712","0.42565107653459","84","55","21"
"660","Solteiro","BPI - Atividde geral","0.175652455278637","0.114200963774352","78","53","24"
"661","Solteiro","BPI - Humor","0.146512906588744","0.188310847089856","78","53","24"
"662","Solteiro","BPI - Habilidade de caminhar","0.146188242904392","0.189298359618123","78","53","24"
"663","Solteiro","BPI - Trabalho","0.148113000590248","0.183498762450172","78","53","24"
"664","Solteiro","BPI - Relacionamento com outras pessoas","0.12474157368924","0.263114993178147","78","53","24"
"665","Solteiro","BPI - Sono","0.130288738167068","0.242370316107411","78","53","24"
"666","Solteiro","BPI - Habilidade para apreciar a vida","0.129313469667289","0.245932631726063","78","53","24"
"667","Solteiro","Oswestry1_v1","-0.0959895264830594","0.291845538488859","112","82","38"
"668","Solteiro","Oswestry2_v1","-0.113071635020382","0.214102099308496","112","82","38"
"669","Solteiro","Oswestry3_v1","-0.116597330577435","0.200099957727885","112","82","38"
"670","Solteiro","Oswestry4_v1","-0.126140722737093","0.165549824795463","112","82","38"
"671","Solteiro","Oswestry5_v1","-0.128819442618539","0.156703594414475","112","82","38"
"672","Solteiro","Oswestry6_v1","-0.0519387660626794","0.568836690469727","112","82","38"
"673","Solteiro","Oswestry7_v1","-0.0702647988662987","0.440663717810781","112","82","38"
"674","Solteiro","Oswestry8_v1","-0.15950154229298","0.079083174444243","112","82","38"
"675","Solteiro","Oswestry9_v1","-0.161139336867706","0.0760283807767509","112","82","38"
"676","Solteiro","Oswestry10_v1","-0.169847779904612","0.0613516265993433","112","82","38"
"677","Solteiro","Somatoria_Owestry","-0.129246273502757","0.155327504585829","112","82","38"
"678","Solteiro","Ord_RMDQ","0.0359952650408182","0.770009803909688","73","39","23"
"679","Solteiro","SF12_M1_1_v1","-0.171424895902628","0.0589605302321614","112","82","38"
"680","Solteiro","SF12_M1_2_v1","0.11698560712372","0.198599466142164","112","82","38"
"681","Solteiro","SF12_M1_3_v1","0.0998552474142352","0.272788740396673","112","82","38"
"682","Solteiro","SF12_M1_4_v1","0.0775970153753587","0.394391335101137","112","82","38"
"683","Solteiro","SF12_M1_5_v1","0.0730218657704315","0.422912674863385","112","82","38"
"684","Solteiro","SF12_M1_6_v1","0.0713749361379516","0.433465792954632","112","82","38"
"685","Solteiro","SF12_M1_7_v1","0.100506839802261","0.269661737671931","112","82","38"
"686","Solteiro","SF12_M1_8_v1","-0.129366658035303","0.154941038974397","112","82","38"
"687","Solteiro","SF12_M1_9_v1","0.0661302329646479","0.46806162326271","112","82","38"
"688","Solteiro","SF12_M1_10_v1","0.0724349947289097","0.426655968877948","112","82","38"
"689","Solteiro","SF12_M1_11_v1","0.0816232021123486","0.370273398406233","112","82","38"
"690","Solteiro","SF12_M1_12_v1","0.137318380589775","0.1309861127802","112","82","38"
"691","Separado_Divorciado","Há quanto tempo em São Paulo se de outro local","-0.21933027117547","0.567139405093267","23","2","0"
"692","Separado_Divorciado","Quantidade de cirurgias na coluna","0.221961428780271","0.325151628375589","107","4","35"
"693","Separado_Divorciado","Trabalho_Cansativo","-0.254429244444419","0.16100994631973","125","7","7"
"694","Separado_Divorciado","Licenca_Tempo",NA,NA,"6","0","0"
"695","Separado_Divorciado","Tempo com a dor nas costas","0.105742771464683","0.560319663664438","127","7","8"
"696","Separado_Divorciado","Tempo com dor que irradia p/ as pernas","-0.100755996430439","0.579516988671925","126","7","8"
"697","Separado_Divorciado","Andar_velocidade","-0.100533942423506","0.599005304504387","127","6","2"
"698","Separado_Divorciado","Dor_costas_VAS","0.155385213037411","0.353282859185432","156","8","17"
"699","Separado_Divorciado","Intensidade da dor nas pernas","0.0723555283983524","0.659969606634911","174","8","20"
"700","Separado_Divorciado","IDADE","0.514432595877746","0.0012888711234168","191","8","3"
"701","Separado_Divorciado","BPI_3_v1","0.170310933582805","0.292710870776614","190","8","38"
"702","Separado_Divorciado","BPI_4_v1","0.160746970198643","0.320733021945956","190","8","38"
"703","Separado_Divorciado","BPI_5_v1","0.0668185401132104","0.68010822092112","190","8","38"
"704","Separado_Divorciado","Intensidade da dor no momento","0.185908060786225","0.307292358741279","124","7","0"
"705","Separado_Divorciado","BPI_8_v1","-0.169397052264907","0.371367877905069","133","6","21"
"706","Separado_Divorciado","BPI - Atividde geral","-0.0148009431181599","0.942096415996962","126","5","24"
"707","Separado_Divorciado","BPI - Humor","-0.00572905910154846","0.977570473747259","126","5","24"
"708","Separado_Divorciado","BPI - Habilidade de caminhar","0.0879724473092361","0.665832580916237","126","5","24"
"709","Separado_Divorciado","BPI - Trabalho","0.00113642366143314","0.995550293314673","126","5","24"
"710","Separado_Divorciado","BPI - Relacionamento com outras pessoas","0.0075135263624529","0.970586960465526","126","5","24"
"711","Separado_Divorciado","BPI - Sono","0.0973805828863983","0.632578926093415","126","5","24"
"712","Separado_Divorciado","BPI - Habilidade para apreciar a vida","0.0790793263205955","0.697875902506162","126","5","24"
"713","Separado_Divorciado","Oswestry1_v1","-0.196890097660799","0.246265034846135","187","7","38"
"714","Separado_Divorciado","Oswestry2_v1","-0.209070928046707","0.218144332500791","187","7","38"
"715","Separado_Divorciado","Oswestry3_v1","-0.189421656230709","0.264703898292825","187","7","38"
"716","Separado_Divorciado","Oswestry4_v1","-0.197898944947099","0.243844508525644","187","7","38"
"717","Separado_Divorciado","Oswestry5_v1","-0.219156960140316","0.196655125062718","187","7","38"
"718","Separado_Divorciado","Oswestry6_v1","-0.188981338414547","0.265819715069443","187","7","38"
"719","Separado_Divorciado","Oswestry7_v1","-0.223424037830584","0.188042472083344","187","7","38"
"720","Separado_Divorciado","Oswestry8_v1","-0.178941187783888","0.292136188970516","187","7","38"
"721","Separado_Divorciado","Oswestry9_v1","-0.183499286269946","0.279981029432445","187","7","38"
"722","Separado_Divorciado","Oswestry10_v1","-0.1774952951429","0.296064378280808","187","7","38"
"723","Separado_Divorciado","Somatoria_Owestry","-0.20928794667383","0.217664997583287","187","7","38"
"724","Separado_Divorciado","Ord_RMDQ","-0.275153673879217","0.221304167410504","108","4","23"
"725","Separado_Divorciado","SF12_M1_1_v1","0.170688592096928","0.315026133974422","187","7","38"
"726","Separado_Divorciado","SF12_M1_2_v1","0.0686491843599867","0.686472820164563","187","7","38"
"727","Separado_Divorciado","SF12_M1_3_v1","0.139575438085244","0.411515463236738","187","7","38"
"728","Separado_Divorciado","SF12_M1_4_v1","0.10485428421201","0.53743157031738","187","7","38"
"729","Separado_Divorciado","SF12_M1_5_v1","0.114526551595196","0.500531461343757","187","7","38"
"730","Separado_Divorciado","SF12_M1_6_v1","0.0882844930894478","0.603641438728316","187","7","38"
"731","Separado_Divorciado","SF12_M1_7_v1","0.130819399564186","0.441520187158399","187","7","38"
"732","Separado_Divorciado","SF12_M1_8_v1","-0.0701145316586192","0.680144382756129","187","7","38"
"733","Separado_Divorciado","SF12_M1_9_v1","0.0650263409177202","0.702211999159498","187","7","38"
"734","Separado_Divorciado","SF12_M1_10_v1","0.148025165291914","0.383731363457294","187","7","38"
"735","Separado_Divorciado","SF12_M1_11_v1","0.125713926073773","0.459573913015124","187","7","38"
"736","Separado_Divorciado","SF12_M1_12_v1","0.0994289843210393","0.558706860409003","187","7","38"
"737","X4","Há quanto tempo em São Paulo se de outro local","-0.29257763809555","0.539921590760332","24","1","0"
"738","X4","Quantidade de cirurgias na coluna","0.0163832051301131","0.954670425185139","109","2","35"
"739","X4","Trabalho_Cansativo","0.0290092811715656","0.904881605405033","129","3","7"
"740","X4","Licenca_Tempo",NA,NA,"6","0","0"
"741","X4","Tempo com a dor nas costas","0.131444653694595","0.587124234786694","131","3","8"
"742","X4","Tempo com dor que irradia p/ as pernas","-0.109867137219729","0.65035565741629","130","3","8"
"743","X4","Andar_velocidade","0.221034571153694","0.361243211852203","130","3","2"
"744","X4","Dor_costas_VAS","0.0833133140460399","0.722840824122085","161","3","17"
"745","X4","Intensidade da dor nas pernas","0.051700534068542","0.823226424922962","179","3","20"
"746","X4","IDADE","0.0940528793158099","0.680627088530777","196","3","3"
"747","X4","BPI_3_v1","0.342009255723527","0.133697158016093","195","3","38"
"748","X4","BPI_4_v1","0.215923593171002","0.344573347894718","195","3","38"
"749","X4","BPI_5_v1","0.343517950851915","0.131981308737794","195","3","38"
"750","X4","Intensidade da dor no momento","-0.49204211309925","0.0412666954417034","128","3","0"
"751","X4","BPI_8_v1","0.21518905891383","0.439973142971245","137","2","21"
"752","X4","BPI - Atividde geral","0.465264071105604","0.0538424925313785","128","3","24"
"753","X4","BPI - Humor","0.355113070004335","0.142331194514648","128","3","24"
"754","X4","BPI - Habilidade de caminhar","0.186120611457995","0.443301258735984","128","3","24"
"755","X4","BPI - Trabalho","0.092019356426537","0.70491064319812","128","3","24"
"756","X4","BPI - Relacionamento com outras pessoas","0.274222331743688","0.258037798863162","128","3","24"
"757","X4","BPI - Sono","0.22316530830041","0.357740511368171","128","3","24"
"758","X4","BPI - Habilidade para apreciar a vida","0.02582562607385","0.915378885634641","128","3","24"
"759","X4","Oswestry1_v1","0.136484134960967","0.551624583809834","191","3","38"
"760","X4","Oswestry2_v1","0.106345116397888","0.64280514818506","191","3","38"
"761","X4","Oswestry3_v1","-0.0741311983520947","0.746509005685015","191","3","38"
"762","X4","Oswestry4_v1","0.0241700218204699","0.916074686528438","191","3","38"
"763","X4","Oswestry5_v1","-0.072773632616163","0.750997205110303","191","3","38"
"764","X4","Oswestry6_v1","-0.0527025483150245","0.81825363591066","191","3","38"
"765","X4","Oswestry7_v1","0.23796310192232","0.298828314041802","191","3","38"
"766","X4","Oswestry8_v1","-0.0213080881792824","0.925981911966667","191","3","38"
"767","X4","Oswestry9_v1","0.0904746468370498","0.693184472586992","191","3","38"
"768","X4","Oswestry10_v1","-0.138289260190993","0.5463698807724","191","3","38"
"769","X4","Somatoria_Owestry","0.0224828041882152","0.921913903143994","191","3","38"
"770","X4","Ord_RMDQ",NA,NA,"112","0","23"
"771","X4","SF12_M1_1_v1","0.415026229363425","0.0691762013553437","191","3","38"
"772","X4","SF12_M1_2_v1","-0.672123420402824","0.0030361587465436","191","3","38"
"773","X4","SF12_M1_3_v1","-0.124445731426474","0.587284711777749","191","3","38"
"774","X4","SF12_M1_4_v1","-0.156264871202438","0.49542432310994","191","3","38"
"775","X4","SF12_M1_5_v1","-0.205351118122822","0.370123528530775","191","3","38"
"776","X4","SF12_M1_6_v1","-0.27012929923133","0.238052540459554","191","3","38"
"777","X4","SF12_M1_7_v1","-0.365528102763329","0.109825790284814","191","3","38"
"778","X4","SF12_M1_8_v1","-0.0612384514048663","0.789456783831472","191","3","38"
"779","X4","SF12_M1_9_v1","0.0567943951720964","0.804416384909904","191","3","38"
"780","X4","SF12_M1_10_v1","-0.0470957676690696","0.83730464435664","191","3","38"
