,demonimador,numerador,Frequência,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
894,Livrar_perna,X1,0,14,86,85,1,14,0
895,Livrar_perna,X15,0.142857143,14,86,82,4,12,2
896,Livrar_perna,X16,0.142857143,14,86,69,17,12,2
897,Livrar_perna,X17,0,14,86,82,4,14,0
898,Livrar_perna,X18,0,14,86,74,12,14,0
899,Livrar_perna,X19,0,14,86,81,5,14,0
900,Livrar_perna,X2,0,14,86,79,7,14,0
901,Livrar_perna,X20,0,14,86,79,7,14,0
902,Livrar_perna,X21,0,14,86,79,7,14,0
903,Livrar_perna,X22,0,14,86,85,1,14,0
904,Livrar_perna,X23,0,14,86,84,2,14,0
905,Livrar_perna,X24,0,14,86,61,25,14,0
906,Livrar_perna,X25,0,14,86,82,4,14,0
907,Livrar_perna,X26,0,14,86,84,2,14,0
908,Livrar_perna,X27,0,14,86,81,5,14,0
909,Livrar_perna,X28,0,14,86,80,6,14,0
910,Livrar_perna,X29,0.5,14,86,53,33,7,7
911,Livrar_perna,X3,0,14,86,85,1,14,0
912,Livrar_perna,X30,0.714285714,14,86,35,51,4,10
913,Livrar_perna,X31,0.285714286,14,86,73,13,10,4
914,Livrar_perna,X32,0.5,14,86,57,29,7,7
915,Livrar_perna,X33,0.285714286,14,86,78,8,10,4
916,Livrar_perna,X34,0,14,86,84,2,14,0
917,Livrar_perna,X35,0,14,86,85,1,14,0
918,Livrar_perna,X36,0.214285714,14,86,82,4,11,3
919,Livrar_perna,X37,0.214285714,14,86,69,17,11,3
920,Livrar_perna,X38,0.214285714,14,86,86,0,11,3
921,Livrar_perna,X39,0.214285714,14,86,75,11,11,3
922,Livrar_perna,X4,0,14,86,84,2,14,0
923,Livrar_perna,X40,0.214285714,14,86,85,1,11,3
924,Livrar_perna,X41,0.071428571,14,86,81,5,13,1
925,Livrar_perna,X42,0,14,86,84,2,14,0
926,Livrar_perna,X43,0,14,86,84,2,14,0
927,Livrar_perna,X44,0.571428571,14,86,58,28,6,8
928,Livrar_perna,X45,0.285714286,14,86,78,8,10,4
929,Livrar_perna,X46,0.642857143,14,86,59,27,5,9
930,Livrar_perna,X47,0.357142857,14,86,79,7,9,5
931,Livrar_perna,X48,0.428571429,14,86,68,18,8,6
932,Livrar_perna,X49,0.285714286,14,86,77,9,10,4
933,Livrar_perna,X5,0,14,86,83,3,14,0
934,Livrar_perna,X50,0,14,86,85,1,14,0
935,Livrar_perna,X51,0,14,86,85,1,14,0
936,Livrar_perna,X52,0,14,86,85,1,14,0
937,Livrar_perna,X53,0,14,86,85,1,14,0
938,Livrar_perna,X9,0,14,86,85,1,14,0
939,Masc,Fuma,0.222222222,135,65,49,16,105,30
940,Masc,Cirurgia_coluna,0.397163121,141,72,49,23,85,56
941,Masc,Aposentado,0.21969697,132,69,61,8,103,29
942,Masc,Desempregado,0.140625,128,69,57,12,110,18
943,Masc,Licenca_Medica,0.092307692,130,69,62,7,118,12
944,Masc,Aposentado_Invalidez,0.03125,128,69,65,4,124,4
945,Masc,Analgésicos,0.713286713,143,72,27,45,41,102
946,Masc,OutraDoenca,0.391304348,138,69,43,26,84,54
947,Masc,Dor_costas,0.652173913,138,69,31,38,48,90
948,Masc,Dor_pernas,0.326086957,138,66,46,20,93,45
949,Masc,Retornar_trabalho,0.111111111,135,69,63,6,120,15
950,Masc,Masc,1,161,79,79,0,0,161
951,Masc,Fem,0,161,79,0,79,161,0
952,Masc,Casado_Amasiado,0.373134328,134,68,33,35,84,50
953,Masc,Solteiro,0.455223881,134,68,41,27,73,61
954,Masc,Separado_Divorciado,0.037313433,134,68,65,3,129,5
955,Masc,X4,0.014925373,134,68,67,1,132,2
956,Masc,X5,0.029850746,134,68,66,2,130,4
957,Masc,X6,0.089552239,134,68,68,0,122,12
958,Masc,Livrar_costas,0.908045977,87,41,8,33,8,79
959,Masc,Livrar_perna,0.08045977,87,41,34,7,80,7
960,Masc,Livrar_perda_sens,0.011494253,87,41,40,1,86,1
961,Masc,X1,0.011363636,88,48,48,0,87,1
962,Masc,X15,0.045454545,88,48,45,3,84,4
963,Masc,X16,0.159090909,88,48,42,6,74,14
964,Masc,X17,0.056818182,88,48,48,0,83,5
965,Masc,X18,0.147727273,88,48,45,3,75,13
966,Masc,X19,0.079545455,88,48,48,0,81,7
967,Masc,X2,0.068181818,88,48,46,2,82,6
968,Masc,X20,0.056818182,88,48,45,3,83,5
969,Masc,X21,0.056818182,88,48,46,2,83,5
970,Masc,X22,0.022727273,88,48,48,0,86,2
971,Masc,X23,0.011363636,88,48,47,1,87,1
972,Masc,X24,0.181818182,88,48,38,10,72,16
973,Masc,X25,0.034090909,88,48,47,1,85,3
974,Masc,X26,0.022727273,88,48,48,0,86,2
975,Masc,X27,0.045454545,88,48,47,1,84,4
976,Masc,X28,0.034090909,88,48,45,3,85,3
977,Masc,X29,0.340909091,88,48,36,12,58,30
978,Masc,X3,0.022727273,88,48,48,0,86,2
979,Masc,X30,0.477272727,88,48,28,20,46,42
980,Masc,X31,0.113636364,88,48,41,7,78,10
981,Masc,X32,0.318181818,88,48,39,9,60,28
982,Masc,X33,0.079545455,88,48,43,5,81,7
983,Masc,X34,0.011363636,88,48,46,2,87,1
984,Masc,X35,0.022727273,88,48,48,0,86,2
985,Masc,X36,0.056818182,88,48,45,3,83,5
986,Masc,X37,0.193181818,88,48,43,5,71,17
987,Masc,X38,0.011363636,88,48,46,2,87,1
988,Masc,X39,0.125,88,48,44,4,77,11
989,Masc,X4,0.045454545,88,48,48,0,84,4
990,Masc,X40,0.034090909,88,48,46,2,85,3
991,Masc,X41,0.079545455,88,48,48,0,81,7
992,Masc,X42,0.034090909,88,48,48,0,85,3
993,Masc,X43,0.011363636,88,48,46,2,87,1
994,Masc,X44,0.329545455,88,48,39,9,59,29
995,Masc,X45,0.090909091,88,48,44,4,80,8
996,Masc,X46,0.318181818,88,48,38,10,60,28
997,Masc,X47,0.090909091,88,48,44,4,80,8
998,Masc,X48,0.215909091,88,48,41,7,69,19
999,Masc,X49,0.090909091,88,48,43,5,80,8
1000,Masc,X5,0.022727273,88,48,47,1,86,2
1001,Masc,X50,0,88,48,46,2,88,0
1002,Masc,X51,0.011363636,88,48,48,0,87,1
1003,Masc,X52,0.011363636,88,48,47,1,87,1
1004,Masc,X53,0,88,48,46,2,88,0
1005,Masc,X9,0.011363636,88,48,48,0,87,1
1006,OutraDoenca,Fuma,0.188405797,69,119,87,32,56,13
1007,OutraDoenca,Cirurgia_coluna,0.383561644,73,116,69,47,45,28
1008,OutraDoenca,Aposentado,0.267605634,71,124,106,18,52,19
1009,OutraDoenca,Desempregado,0.2,70,121,105,16,56,14
1010,OutraDoenca,Licenca_Medica,0.098591549,71,122,110,12,64,7
1011,OutraDoenca,Aposentado_Invalidez,0.069444444,72,120,117,3,67,5
1012,OutraDoenca,Analgésicos,0.706666667,75,124,45,79,22,53
1013,OutraDoenca,OutraDoenca,1,80,127,127,0,0,80
1014,OutraDoenca,Dor_costas,0.662162162,74,122,53,69,25,49
1015,OutraDoenca,Dor_pernas,0.378378378,74,122,87,35,46,28
1016,OutraDoenca,Retornar_trabalho,0.173913043,69,114,105,9,57,12
1017,OutraDoenca,Masc,0.675,80,127,43,84,26,54
1018,OutraDoenca,Fem,0.325,80,127,84,43,54,26
1019,OutraDoenca,Casado_Amasiado,0.405797101,69,120,64,56,41,28
1020,OutraDoenca,Solteiro,0.434782609,69,120,70,50,39,30
1021,OutraDoenca,Separado_Divorciado,0.072463768,69,120,118,2,64,5
1022,OutraDoenca,X4,0.014492754,69,120,118,2,68,1
1023,OutraDoenca,X5,0,69,120,116,4,69,0
1024,OutraDoenca,X6,0.072463768,69,120,114,6,64,5
1025,OutraDoenca,Livrar_costas,0.862745098,51,70,7,63,7,44
1026,OutraDoenca,Livrar_perna,0.137254902,51,70,64,6,44,7
1027,OutraDoenca,Livrar_perda_sens,0,51,70,69,1,51,0
1028,OutraDoenca,X1,0,50,80,79,1,50,0
1029,OutraDoenca,X15,0.04,50,80,75,5,48,2
1030,OutraDoenca,X16,0.14,50,80,67,13,43,7
1031,OutraDoenca,X17,0,50,80,75,5,50,0
1032,OutraDoenca,X18,0.1,50,80,69,11,45,5
1033,OutraDoenca,X19,0.06,50,80,76,4,47,3
1034,OutraDoenca,X2,0.08,50,80,76,4,46,4
1035,OutraDoenca,X20,0.04,50,80,74,6,48,2
1036,OutraDoenca,X21,0.02,50,80,74,6,49,1
1037,OutraDoenca,X22,0,50,80,78,2,50,0
1038,OutraDoenca,X23,0,50,80,78,2,50,0
1039,OutraDoenca,X24,0.2,50,80,64,16,40,10
1040,OutraDoenca,X25,0.02,50,80,77,3,49,1
1041,OutraDoenca,X26,0.02,50,80,79,1,49,1
1042,OutraDoenca,X27,0.02,50,80,76,4,49,1
1043,OutraDoenca,X28,0.06,50,80,77,3,47,3
1044,OutraDoenca,X29,0.36,50,80,57,23,32,18
1045,OutraDoenca,X3,0.04,50,80,80,0,48,2
1046,OutraDoenca,X30,0.52,50,80,45,35,24,26
1047,OutraDoenca,X31,0.16,50,80,71,9,42,8
1048,OutraDoenca,X32,0.3,50,80,59,21,35,15
1049,OutraDoenca,X33,0.08,50,80,72,8,46,4
1050,OutraDoenca,X34,0.02,50,80,78,2,49,1
1051,OutraDoenca,X35,0.02,50,80,79,1,49,1
1052,OutraDoenca,X36,0.06,50,80,75,5,47,3
1053,OutraDoenca,X37,0.16,50,80,66,14,42,8
1054,OutraDoenca,X38,0.02,50,80,78,2,49,1
1055,OutraDoenca,X39,0.14,50,80,72,8,43,7
1056,OutraDoenca,X4,0.06,50,80,79,1,47,3
1057,OutraDoenca,X40,0.02,50,80,76,4,49,1
1058,OutraDoenca,X41,0.04,50,80,75,5,48,2
1059,OutraDoenca,X42,0,50,80,77,3,50,0
1060,OutraDoenca,X43,0,50,80,77,3,50,0
1061,OutraDoenca,X44,0.28,50,80,57,23,36,14
1062,OutraDoenca,X45,0.1,50,80,73,7,45,5
1063,OutraDoenca,X46,0.34,50,80,60,20,33,17
1064,OutraDoenca,X47,0.1,50,80,73,7,45,5
1065,OutraDoenca,X48,0.28,50,80,68,12,36,14
1066,OutraDoenca,X49,0.08,50,80,71,9,46,4
1067,OutraDoenca,X5,0.04,50,80,79,1,48,2
1068,OutraDoenca,X50,0.02,50,80,79,1,49,1
1069,OutraDoenca,X51,0,50,80,79,1,50,0
1070,OutraDoenca,X52,0,50,80,78,2,50,0
1071,OutraDoenca,X53,0,50,80,78,2,50,0
1072,OutraDoenca,X9,0,50,80,79,1,50,0
1073,Retornar_trabalho,Fuma,0.4,20,146,110,36,12,8
1074,Retornar_trabalho,Cirurgia_coluna,0.5,16,169,110,59,8,8
1075,Retornar_trabalho,Aposentado,0.619047619,21,155,138,17,8,13
1076,Retornar_trabalho,Desempregado,0.368421053,19,154,135,19,12,7
1077,Retornar_trabalho,Licenca_Medica,0.15,20,155,141,14,17,3
1078,Retornar_trabalho,Aposentado_Invalidez,0.19047619,21,153,150,3,17,4
1079,Retornar_trabalho,Analgésicos,0.857142857,21,171,56,115,3,18
1080,Retornar_trabalho,OutraDoenca,0.571428571,21,162,105,57,9,12
1081,Retornar_trabalho,Dor_costas,0.9,20,165,66,99,2,18
1082,Retornar_trabalho,Dor_pernas,0.65,20,162,116,46,7,13
1083,Retornar_trabalho,Retornar_trabalho,1,21,183,183,0,0,21
1084,Retornar_trabalho,Masc,0.714285714,21,183,63,120,6,15
1085,Retornar_trabalho,Fem,0.285714286,21,183,120,63,15,6
1086,Retornar_trabalho,Casado_Amasiado,0.333333333,21,146,82,64,14,7
1087,Retornar_trabalho,Solteiro,0.380952381,21,146,82,64,13,8
1088,Retornar_trabalho,Separado_Divorciado,0.095238095,21,146,141,5,19,2
1089,Retornar_trabalho,X4,0,21,146,143,3,21,0
1090,Retornar_trabalho,X5,0,21,146,141,5,21,0
1091,Retornar_trabalho,X6,0.19047619,21,146,141,5,17,4
1092,Retornar_trabalho,Livrar_costas,0.9,20,101,12,89,2,18
1093,Retornar_trabalho,Livrar_perna,0.1,20,101,91,10,18,2
1094,Retornar_trabalho,Livrar_perda_sens,0,20,101,99,2,20,0
1095,Retornar_trabalho,X1,0,20,99,98,1,20,0
1096,Retornar_trabalho,X15,0,20,99,92,7,20,0
1097,Retornar_trabalho,X16,0.35,20,99,89,10,13,7
1098,Retornar_trabalho,X17,0,20,99,94,5,20,0
1099,Retornar_trabalho,X18,0.1,20,99,85,14,18,2
1100,Retornar_trabalho,X19,0.15,20,99,95,4,17,3
1101,Retornar_trabalho,X2,0.1,20,99,93,6,18,2
1102,Retornar_trabalho,X20,0.15,20,99,94,5,17,3
1103,Retornar_trabalho,X21,0.1,20,99,94,5,18,2
1104,Retornar_trabalho,X22,0.05,20,99,98,1,19,1
1105,Retornar_trabalho,X23,0.05,20,99,98,1,19,1
1106,Retornar_trabalho,X24,0.35,20,99,82,17,13,7
1107,Retornar_trabalho,X25,0.15,20,99,98,1,17,3
1108,Retornar_trabalho,X26,0.05,20,99,98,1,19,1
1109,Retornar_trabalho,X27,0.15,20,99,97,2,17,3
1110,Retornar_trabalho,X28,0.1,20,99,95,4,18,2
1111,Retornar_trabalho,X29,0.5,20,99,70,29,10,10
1112,Retornar_trabalho,X3,0.05,20,99,98,1,19,1
1113,Retornar_trabalho,X30,0.85,20,99,60,39,3,17
1114,Retornar_trabalho,X31,0.15,20,99,86,13,17,3
1115,Retornar_trabalho,X32,0.35,20,99,73,26,13,7
1116,Retornar_trabalho,X33,0.05,20,99,90,9,19,1
1117,Retornar_trabalho,X34,0,20,99,96,3,20,0
1118,Retornar_trabalho,X35,0,20,99,97,2,20,0
1119,Retornar_trabalho,X36,0,20,99,91,8,20,0
1120,Retornar_trabalho,X37,0.35,20,99,86,13,13,7
1121,Retornar_trabalho,X38,0,20,99,96,3,20,0
1122,Retornar_trabalho,X39,0.25,20,99,90,9,15,5
1123,Retornar_trabalho,X4,0.05,20,99,96,3,19,1
1124,Retornar_trabalho,X40,0,20,99,94,5,20,0
1125,Retornar_trabalho,X41,0.1,20,99,94,5,18,2
1126,Retornar_trabalho,X42,0.05,20,99,97,2,19,1
1127,Retornar_trabalho,X43,0.05,20,99,97,2,19,1
1128,Retornar_trabalho,X44,0.35,20,99,72,27,13,7
1129,Retornar_trabalho,X45,0.1,20,99,91,8,18,2
1130,Retornar_trabalho,X46,0.45,20,99,73,26,11,9
1131,Retornar_trabalho,X47,0.15,20,99,91,8,17,3
1132,Retornar_trabalho,X48,0.45,20,99,85,14,11,9
1133,Retornar_trabalho,X49,0.1,20,99,89,10,18,2
1134,Retornar_trabalho,X5,0.05,20,99,97,2,19,1
1135,Retornar_trabalho,X50,0,20,99,97,2,20,0
1136,Retornar_trabalho,X51,0,20,99,98,1,20,0
1137,Retornar_trabalho,X52,0,20,99,97,2,20,0
1138,Retornar_trabalho,X53,0,20,99,97,2,20,0
1139,Retornar_trabalho,X9,0,20,99,98,1,20,0
1140,Separado_Divorciado,Fuma,0.125,8,185,140,45,7,1
1141,Separado_Divorciado,Cirurgia_coluna,0.375,8,170,101,69,5,3
1142,Separado_Divorciado,Aposentado,0.375,8,182,151,31,5,3
1143,Separado_Divorciado,Desempregado,0.142857143,7,179,154,25,6,1
1144,Separado_Divorciado,Licenca_Medica,0.125,8,180,162,18,7,1
1145,Separado_Divorciado,Aposentado_Invalidez,0,8,178,170,8,8,0
1146,Separado_Divorciado,Analgésicos,0.75,8,179,63,116,2,6
1147,Separado_Divorciado,OutraDoenca,0.714285714,7,182,118,64,2,5
1148,Separado_Divorciado,Dor_costas,0.75,8,178,75,103,2,6
1149,Separado_Divorciado,Dor_pernas,0.375,8,177,118,59,5,3
1150,Separado_Divorciado,Retornar_trabalho,0.285714286,7,160,141,19,5,2
1151,Separado_Divorciado,Masc,0.625,8,194,65,129,3,5
1152,Separado_Divorciado,Fem,0.375,8,194,129,65,5,3
1153,Separado_Divorciado,Casado_Amasiado,0,8,194,109,85,8,0
1154,Separado_Divorciado,Solteiro,0,8,194,106,88,8,0
1155,Separado_Divorciado,Separado_Divorciado,1,8,194,194,0,0,8
1156,Separado_Divorciado,X4,0,8,194,191,3,8,0
1157,Separado_Divorciado,X5,0,8,194,188,6,8,0
1158,Separado_Divorciado,X6,0,8,194,182,12,8,0
1159,Separado_Divorciado,Livrar_costas,0.8,5,107,14,93,1,4
1160,Separado_Divorciado,Livrar_perna,0.2,5,107,94,13,4,1
1161,Separado_Divorciado,Livrar_perda_sens,0,5,107,106,1,5,0
1162,Separado_Divorciado,X1,0,7,129,128,1,7,0
1163,Separado_Divorciado,X15,0,7,129,122,7,7,0
1164,Separado_Divorciado,X16,0.142857143,7,129,110,19,6,1
1165,Separado_Divorciado,X17,0,7,129,124,5,7,0
1166,Separado_Divorciado,X18,0,7,129,113,16,7,0
1167,Separado_Divorciado,X19,0,7,129,122,7,7,0
1168,Separado_Divorciado,X2,0,7,129,121,8,7,0
1169,Separado_Divorciado,X20,0,7,129,121,8,7,0
1170,Separado_Divorciado,X21,0,7,129,122,7,7,0
1171,Separado_Divorciado,X22,0,7,129,127,2,7,0
1172,Separado_Divorciado,X23,0,7,129,127,2,7,0
1173,Separado_Divorciado,X24,0,7,129,103,26,7,0
1174,Separado_Divorciado,X25,0,7,129,125,4,7,0
1175,Separado_Divorciado,X26,0,7,129,127,2,7,0
1176,Separado_Divorciado,X27,0,7,129,124,5,7,0
1177,Separado_Divorciado,X28,0,7,129,123,6,7,0
1178,Separado_Divorciado,X29,0.285714286,7,129,89,40,5,2
1179,Separado_Divorciado,X3,0,7,129,127,2,7,0
1180,Separado_Divorciado,X30,0.428571429,7,129,70,59,4,3
1181,Separado_Divorciado,X31,0,7,129,112,17,7,0
1182,Separado_Divorciado,X32,0.285714286,7,129,94,35,5,2
1183,Separado_Divorciado,X33,0,7,129,117,12,7,0
1184,Separado_Divorciado,X34,0,7,129,126,3,7,0
1185,Separado_Divorciado,X35,0,7,129,127,2,7,0
1186,Separado_Divorciado,X36,0,7,129,121,8,7,0
1187,Separado_Divorciado,X37,0.142857143,7,129,108,21,6,1
1188,Separado_Divorciado,X38,0,7,129,126,3,7,0
1189,Separado_Divorciado,X39,0.142857143,7,129,115,14,6,1
1190,Separado_Divorciado,X4,0,7,129,125,4,7,0
1191,Separado_Divorciado,X40,0,7,129,124,5,7,0
1192,Separado_Divorciado,X41,0,7,129,122,7,7,0
1193,Separado_Divorciado,X42,0,7,129,126,3,7,0
1194,Separado_Divorciado,X43,0,7,129,126,3,7,0
1195,Separado_Divorciado,X44,0.285714286,7,129,93,36,5,2
1196,Separado_Divorciado,X45,0,7,129,117,12,7,0
1197,Separado_Divorciado,X46,0.285714286,7,129,93,36,5,2
1198,Separado_Divorciado,X47,0,7,129,117,12,7,0
1199,Separado_Divorciado,X48,0.142857143,7,129,104,25,6,1
1200,Separado_Divorciado,X49,0,7,129,116,13,7,0
1201,Separado_Divorciado,X5,0,7,129,126,3,7,0
1202,Separado_Divorciado,X50,0,7,129,127,2,7,0
1203,Separado_Divorciado,X51,0,7,129,128,1,7,0
1204,Separado_Divorciado,X52,0,7,129,127,2,7,0
1205,Separado_Divorciado,X53,0,7,129,127,2,7,0
1206,Separado_Divorciado,X9,0,7,129,128,1,7,0
1207,Solteiro,Fuma,0.289156627,83,110,88,22,59,24
1208,Solteiro,Cirurgia_coluna,0.424657534,73,105,64,41,42,31
1209,Solteiro,Aposentado,0.111111111,81,109,84,25,72,9
1210,Solteiro,Desempregado,0.17721519,79,107,95,12,65,14
1211,Solteiro,Licenca_Medica,0.148148148,81,107,100,7,69,12
1212,Solteiro,Aposentado_Invalidez,0.051948052,77,109,105,4,73,4
1213,Solteiro,Analgésicos,0.6,80,107,33,74,32,48
1214,Solteiro,OutraDoenca,0.375,80,109,70,39,50,30
1215,Solteiro,Dor_costas,0.558441558,77,109,43,66,34,43
1216,Solteiro,Dor_pernas,0.355263158,76,109,74,35,49,27
1217,Solteiro,Retornar_trabalho,0.111111111,72,95,82,13,64,8
1218,Solteiro,Masc,0.693181818,88,114,41,73,27,61
1219,Solteiro,Fem,0.306818182,88,114,73,41,61,27
1220,Solteiro,Casado_Amasiado,0,88,114,29,85,88,0
1221,Solteiro,Solteiro,1,88,114,114,0,0,88
1222,Solteiro,Separado_Divorciado,0,88,114,106,8,88,0
1223,Solteiro,X4,0,88,114,111,3,88,0
1224,Solteiro,X5,0,88,114,108,6,88,0
1225,Solteiro,X6,0,88,114,102,12,88,0
1226,Solteiro,Livrar_costas,0.88,50,62,9,53,6,44
1227,Solteiro,Livrar_perna,0.12,50,62,54,8,44,6
1228,Solteiro,Livrar_perda_sens,0,50,62,61,1,50,0
1229,Solteiro,X1,0,59,77,76,1,59,0
1230,Solteiro,X15,0.050847458,59,77,73,4,56,3
1231,Solteiro,X16,0.101694915,59,77,63,14,53,6
1232,Solteiro,X17,0.033898305,59,77,74,3,57,2
1233,Solteiro,X18,0.13559322,59,77,69,8,51,8
1234,Solteiro,X19,0.050847458,59,77,73,4,56,3
1235,Solteiro,X2,0.06779661,59,77,73,4,55,4
1236,Solteiro,X20,0.06779661,59,77,73,4,55,4
1237,Solteiro,X21,0.033898305,59,77,72,5,57,2
1238,Solteiro,X22,0,59,77,75,2,59,0
1239,Solteiro,X23,0.033898305,59,77,77,0,57,2
1240,Solteiro,X24,0.220338983,59,77,64,13,46,13
1241,Solteiro,X25,0.050847458,59,77,76,1,56,3
1242,Solteiro,X26,0,59,77,75,2,59,0
1243,Solteiro,X27,0.084745763,59,77,77,0,54,5
1244,Solteiro,X28,0.06779661,59,77,75,2,55,4
1245,Solteiro,X29,0.220338983,59,77,48,29,46,13
1246,Solteiro,X3,0.016949153,59,77,76,1,58,1
1247,Solteiro,X30,0.406779661,59,77,39,38,35,24
1248,Solteiro,X31,0.169491525,59,77,70,7,49,10
1249,Solteiro,X32,0.220338983,59,77,53,24,46,13
1250,Solteiro,X33,0.118644068,59,77,72,5,52,7
1251,Solteiro,X34,0.033898305,59,77,76,1,57,2
1252,Solteiro,X35,0.033898305,59,77,77,0,57,2
1253,Solteiro,X36,0.050847458,59,77,72,5,56,3
1254,Solteiro,X37,0.118644068,59,77,62,15,52,7
1255,Solteiro,X38,0.033898305,59,77,76,1,57,2
1256,Solteiro,X39,0.050847458,59,77,65,12,56,3
1257,Solteiro,X4,0.050847458,59,77,76,1,56,3
1258,Solteiro,X40,0.050847458,59,77,75,2,56,3
1259,Solteiro,X41,0.050847458,59,77,73,4,56,3
1260,Solteiro,X42,0.016949153,59,77,75,2,58,1
1261,Solteiro,X43,0,59,77,74,3,59,0
1262,Solteiro,X44,0.203389831,59,77,51,26,47,12
1263,Solteiro,X45,0.152542373,59,77,74,3,50,9
1264,Solteiro,X46,0.186440678,59,77,50,27,48,11
1265,Solteiro,X47,0.13559322,59,77,73,4,51,8
1266,Solteiro,X48,0.13559322,59,77,59,18,51,8
1267,Solteiro,X49,0.101694915,59,77,70,7,53,6
1268,Solteiro,X5,0.033898305,59,77,76,1,57,2
1269,Solteiro,X50,0.016949153,59,77,76,1,58,1
1270,Solteiro,X51,0.016949153,59,77,77,0,58,1
1271,Solteiro,X52,0.016949153,59,77,76,1,58,1
1272,Solteiro,X53,0,59,77,75,2,59,0
1273,Solteiro,X9,0.016949153,59,77,77,0,58,1
1274,X1,Fuma,0,1,127,81,46,1,0
1275,X1,Cirurgia_coluna,0,1,117,62,55,1,0
1276,X1,Aposentado,0,1,131,100,31,1,0
1277,X1,Desempregado,0,1,129,104,25,1,0
1278,X1,Licenca_Medica,0,1,131,113,18,1,0
1279,X1,Aposentado_Invalidez,0,1,130,122,8,1,0
1280,X1,Analgésicos,1,1,129,42,87,0,1
1281,X1,OutraDoenca,0,1,129,79,50,1,0
1282,X1,Dor_costas,1,1,127,37,90,0,1
1283,X1,Dor_pernas,0,1,126,71,55,1,0
1284,X1,Retornar_trabalho,0,1,118,98,20,1,0
1285,X1,Masc,1,1,135,48,87,0,1
1286,X1,Fem,0,1,135,87,48,1,0
1287,X1,Casado_Amasiado,1,1,135,81,54,0,1
1288,X1,Solteiro,0,1,135,76,59,1,0
1289,X1,Separado_Divorciado,0,1,135,128,7,1,0
1290,X1,X4,0,1,135,132,3,1,0
1291,X1,X5,0,1,135,133,2,1,0
1292,X1,X6,0,1,135,125,10,1,0
1293,X1,Livrar_costas,1,1,99,14,85,0,1
1294,X1,Livrar_perna,0,1,99,85,14,1,0
1295,X1,Livrar_perda_sens,0,1,99,99,0,1,0
1296,X1,X1,1,1,135,135,0,0,1
1297,X1,X15,0,1,135,128,7,1,0
1298,X1,X16,0,1,135,115,20,1,0
1299,X1,X17,1,1,135,131,4,0,1
1300,X1,X18,1,1,135,120,15,0,1
1301,X1,X19,0,1,135,128,7,1,0
1302,X1,X2,0,1,135,127,8,1,0
1303,X1,X20,0,1,135,127,8,1,0
1304,X1,X21,0,1,135,128,7,1,0
1305,X1,X22,0,1,135,133,2,1,0
1306,X1,X23,0,1,135,133,2,1,0
1307,X1,X24,0,1,135,109,26,1,0
1308,X1,X25,0,1,135,131,4,1,0
1309,X1,X26,0,1,135,133,2,1,0
1310,X1,X27,0,1,135,130,5,1,0
1311,X1,X28,0,1,135,129,6,1,0
1312,X1,X29,0,1,135,93,42,1,0
1313,X1,X3,0,1,135,133,2,1,0
1314,X1,X30,0,1,135,73,62,1,0
1315,X1,X31,0,1,135,118,17,1,0
1316,X1,X32,0,1,135,98,37,1,0
1317,X1,X33,0,1,135,123,12,1,0
1318,X1,X34,0,1,135,132,3,1,0
1319,X1,X35,0,1,135,133,2,1,0
1320,X1,X36,0,1,135,127,8,1,0
1321,X1,X37,0,1,135,113,22,1,0
1322,X1,X38,0,1,135,132,3,1,0
1323,X1,X39,0,1,135,120,15,1,0
1324,X1,X4,0,1,135,131,4,1,0
1325,X1,X40,0,1,135,130,5,1,0
1326,X1,X41,0,1,135,128,7,1,0
1327,X1,X42,0,1,135,132,3,1,0
1328,X1,X43,0,1,135,132,3,1,0
1329,X1,X44,0,1,135,97,38,1,0
1330,X1,X45,0,1,135,123,12,1,0
1331,X1,X46,0,1,135,97,38,1,0
1332,X1,X47,0,1,135,123,12,1,0
1333,X1,X48,0,1,135,109,26,1,0
1334,X1,X49,0,1,135,122,13,1,0
1335,X1,X5,0,1,135,132,3,1,0
1336,X1,X50,0,1,135,133,2,1,0
1337,X1,X51,0,1,135,134,1,1,0
1338,X1,X52,0,1,135,133,2,1,0
1339,X1,X53,0,1,135,133,2,1,0
1340,X1,X9,0,1,135,134,1,1,0
1341,X15,Fuma,1,5,123,82,41,0,5
1342,X15,Cirurgia_coluna,1,5,113,63,50,0,5
1343,X15,Aposentado,0.166666667,6,126,96,30,5,1
1344,X15,Desempregado,0.333333333,6,124,101,23,4,2
1345,X15,Licenca_Medica,0.5,6,126,111,15,3,3
1346,X15,Aposentado_Invalidez,0.166666667,6,125,118,7,5,1
1347,X15,Analgésicos,0.428571429,7,123,38,85,4,3
1348,X15,OutraDoenca,0.285714286,7,123,75,48,5,2
1349,X15,Dor_costas,0.714285714,7,121,35,86,2,5
1350,X15,Dor_pernas,0.857142857,7,120,71,49,1,6
1351,X15,Retornar_trabalho,0,7,112,92,20,7,0
1352,X15,Masc,0.571428571,7,129,45,84,3,4
1353,X15,Fem,0.428571429,7,129,84,45,4,3
1354,X15,Casado_Amasiado,0.428571429,7,129,77,52,4,3
1355,X15,Solteiro,0.428571429,7,129,73,56,4,3
1356,X15,Separado_Divorciado,0,7,129,122,7,7,0
1357,X15,X4,0.142857143,7,129,127,2,6,1
1358,X15,X5,0,7,129,127,2,7,0
1359,X15,X6,0,7,129,119,10,7,0
